player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
adam-odonnell,Adam O\'Donnell,P,1.0,1.0,29.0,34.0,,5.0,1.0,1.0,1.0,,37.0,3.0,57.0,313.0
brenden-gessner,Brenden Gessner,P,,,6.0,5.0,,1.0,1.0,1.0,,,5.0,,52.0,76.0
caleb-stanish,Caleb Stanish,P,,1.0,2.0,2.0,1.0,,,,,,2.0,,15.0,14.0
carson-chamberlain,Carson Chamberlain,P,,1.0,9.0,7.0,2.0,1.0,1.0,,,,8.0,1.0,158.0,42.0
chris-walsh,Chris Walsh,P,3.0,,20.0,25.0,1.0,1.0,,1.0,,,31.0,3.0,94.0,162.0
colin-beauregard,Colin Beauregard,P,3.0,,10.0,9.0,,,1.0,2.0,,,10.0,,91.0,157.0
colin-fremeau,Colin Fremeau,P,,1.0,14.0,14.0,,1.0,1.0,,,,18.0,4.0,38.0,67.0
curtis-campbell,Curtis Campbell,P,1.0,1.0,5.0,6.0,,1.0,1.0,,5.0,,6.0,,39.0,45.0
daniel-wong,Daniel Wong,P,,1.0,7.0,9.0,,,3.0,,,,11.0,2.0,31.0,5.0
david-innis,David Innis,P,,,14.0,17.0,,,1.0,,1.0,,22.0,4.0,-20.0,159.0
dax-miller,Dax Miller,P,1.0,1.0,3.0,10.0,1.0,,,,2.0,,11.0,,11.0,75.0
james-lewis,James Lewis,P,,1.0,24.0,18.0,,7.0,3.0,,2.0,,19.0,,332.0,23.0
james-mcclean,James McClean,P,2.0,,13.0,11.0,,2.0,2.0,,,,11.0,,59.0,71.0
jamie-millage,Jamie Millage,P,,1.0,8.0,5.0,,2.0,,,,,6.0,1.0,88.0,-7.0
joe-simonelli,Joe Simonelli,P,1.0,,14.0,12.0,,,1.0,,,,15.0,2.0,69.0,105.0
joseph-cubitt,Joseph Cubitt,P,4.0,2.0,19.0,27.0,,1.0,1.0,1.0,,,31.0,4.0,38.0,213.0
justin-cheung,Justin Cheung,P,,,6.0,8.0,,,,,,,8.0,,38.0,6.0
justin-wollin,Justin Wollin,P,1.0,1.0,19.0,15.0,,2.0,,1.0,,,17.0,2.0,102.0,114.0
keith-mcrae,Keith McRae,P,2.0,,16.0,15.0,,1.0,1.0,2.0,,,16.0,1.0,176.0,198.0
kelvin-huang,Kelvin Huang,P,1.0,,8.0,5.0,,2.0,1.0,,,,6.0,1.0,87.0,30.0
kevin-jay,Kevin Jay,P,1.0,,9.0,9.0,,1.0,1.0,,,,10.0,1.0,-16.0,100.0
luc-comire,Luc Comire,P,1.0,3.0,24.0,31.0,,,1.0,,,,33.0,2.0,121.0,211.0
malachi-neil,Malachi Neil,P,,3.0,8.0,9.0,1.0,,,,7.0,,9.0,,134.0,-2.0
michael-weber,Michael Weber,P,,,15.0,19.0,1.0,,2.0,,1.0,1.0,20.0,1.0,2.0,108.0
mike-mackenzie,Mike Mackenzie,P,3.0,2.0,18.0,16.0,1.0,1.0,1.0,1.0,7.0,,17.0,1.0,192.0,194.0
nathan-ploeger,Nathan Ploeger,P,,1.0,12.0,8.0,1.0,2.0,2.0,,,,10.0,2.0,197.0,6.0
oren-binnun,Oren Binnun,P,1.0,,8.0,8.0,,,,1.0,,,9.0,1.0,67.0,89.0
oscar-stonehouse,Oscar Stonehouse,P,3.0,1.0,13.0,11.0,1.0,1.0,2.0,,,,13.0,2.0,181.0,56.0
rees-mcdevitt,Rees McDevitt,P,,,8.0,8.0,1.0,,,,,,8.0,,20.0,61.0
riley-ulmer,Riley Ulmer,P,,,4.0,2.0,,1.0,,,,,3.0,,72.0,-3.0
robbie-davenport,Robbie Davenport,P,,,16.0,13.0,1.0,1.0,,,,,15.0,2.0,165.0,57.0
rui-carvalho,Rui Carvalho,P,1.0,2.0,8.0,6.0,,1.0,,1.0,,,7.0,1.0,61.0,100.0
ryan-poloz,Ryan Poloz,P,6.0,1.0,19.0,21.0,1.0,,3.0,2.0,,,23.0,1.0,182.0,323.0
terry-gaither,Terry Gaither,P,,1.0,3.0,1.0,,1.0,,,,,3.0,1.0,13.0,-5.0
trevor-polisuk-balfour,Trevor Polisuk-Balfour,P,1.0,1.0,4.0,3.0,,1.0,,,,,4.0,,86.0,-10.0
wilkie-lewis,Wilkie Lewis,P,1.0,,13.0,10.0,,,1.0,,,,14.0,4.0,58.0,84.0
zachary-armstrong,Zachary Armstrong,P,,,7.0,5.0,,1.0,,,9.0,,6.0,,147.0,-6.0
