player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
austin-taylor,Austin Taylor,WR/P,3.0,,27.0,29.0,,1.0,2.0,1.0,,,35.0,4.0,142.0,249.0
ben-lewis,Ben Lewis,P,1.0,1.0,,,1.0,1.0,,,,,,,,
billy-obryan,Billy O\'Bryan,P,1.0,2.0,19.0,22.0,,,2.0,,,,24.0,2.0,-24.0,100.0
bobby-ley,Bobby Ley,P,1.0,,19.0,22.0,,1.0,1.0,1.0,,,23.0,1.0,35.0,218.0
bradley-fleming,Bradley Fleming,P,1.0,1.0,6.0,8.0,,,,,,,8.0,,7.0,41.0
brendan-adams,Brendan Adams,P,,1.0,,,,,,,,1.0,,,,
brett-hulsmeyer,Brett Hulsmeyer,P,1.0,1.0,12.0,12.0,1.0,,2.0,,,,13.0,1.0,198.0,-14.0
caleb-dixon,Caleb Dixon,P,,2.0,,,,2.0,3.0,,,,,1.0,,
christian-olsen,Christian Olsen,P,1.0,,10.0,16.0,,,1.0,,,,16.0,,26.0,89.0
dane-bossert,Dane Bossert,P,,,,,,1.0,,,,,,,,
dean-ramsey,Dean Ramsey,P,1.0,1.0,4.0,2.0,,2.0,,,9.0,,2.0,,56.0,22.0
elliot-sakach,Elliot Sakach,P,1.0,2.0,,,,,,,,,,,,
hayden-austin-knab,Hayden Austin-Knab,P,1.0,1.0,11.0,11.0,,,1.0,,1.0,,13.0,2.0,170.0,77.0
jp-burns,JP Burns,P,1.0,,8.0,8.0,,1.0,1.0,,,,9.0,1.0,64.0,16.0
jacob-blackman,Jacob Blackman,P,,3.0,2.0,2.0,,1.0,1.0,,,,3.0,1.0,24.0,4.0
jakeem-polk,Jakeem Polk,P,,1.0,5.0,2.0,,2.0,,,1.0,,3.0,1.0,85.0,-5.0
jeremy-langdon,Jeremy Langdon,P,2.0,,12.0,10.0,1.0,,,,,1.0,10.0,,94.0,73.0
jimmy-zuraw,Jimmy Zuraw,P,,1.0,,,,,1.0,,,,,,,
john-shelley,John Shelley,P,,,,,,1.0,1.0,,,,,,,
jordan-salazar,Jordan Salazar,P,2.0,,,,,1.0,1.0,,,,,,,
kennith-taylor,Kennith Taylor,P,2.0,,11.0,10.0,1.0,1.0,1.0,,,,10.0,,124.0,49.0
martin-cruz,Martin Cruz,P,,,,,1.0,,,,,,,,,
matt-bennett,Matt Bennett,P,2.0,,,,1.0,,,,,,,,,
matt-lyle,Matt Lyle,P,,,,,2.0,,,,,,,,,
matt-smith,Matt Smith,P,,,17.0,10.0,,5.0,1.0,,,,11.0,1.0,253.0,108.0
max-grove,Max Grove,P,,,,,,,,,,,,2.0,,
max-thorne,Max Thorne,P,2.0,,22.0,22.0,,2.0,2.0,2.0,,,22.0,,70.0,256.0
parker-bray,Parker Bray,P,1.0,,7.0,9.0,,,,1.0,10.0,,11.0,2.0,31.0,112.0
steven-kelly,Steven Kelly,P,,,,,,2.0,,,,,,,,
tanner-robinson,Tanner Robinson,P,1.0,2.0,3.0,4.0,,1.0,,,,,4.0,,2.0,30.0
trenton-spinks,Trenton Spinks,P,,,2.0,2.0,,,,,,,2.0,,-9.0,42.0
trip-crowley,Trip Crowley,P,1.0,1.0,7.0,5.0,,1.0,,,,,6.0,,105.0,13.0
tyler-randall,Tyler Randall,P,,,14.0,12.0,,2.0,3.0,,,,12.0,,57.0,29.0
