player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
allie-quigley,Allie Quigley,,1.0,,,0.667,6.0,4.0,0.714,7.0,5.0,,,,,19.716666666666665,,15.0,14.0,,,
azura-stevens-2,Azura Stevens,,3.0,1.0,4.0,0.5,6.0,3.0,0.583,12.0,7.0,,,,,27.2,,,17.0,4.0,,1.0
brianna-turner,Brianna Turner,,,,4.0,,,,,,,1.0,,,,22.516666666666666,1.0,-18.0,,5.0,1.0,1.0
candace-parker,Candace Parker,,3.0,1.0,5.0,,1.0,,0.4,5.0,2.0,,,,,18.483333333333334,1.0,11.0,4.0,6.0,,1.0
courtney-vandersloot,Courtney Vandersloot,,4.0,,2.0,0.5,2.0,1.0,0.2,5.0,1.0,1.0,1.0,2.0,2.0,17.25,,17.0,5.0,2.0,1.0,2.0
dana-evans,Dana Evans,G,1.0,,,0.333,6.0,2.0,0.25,8.0,2.0,1.0,,,,20.283333333333335,,,6.0,,1.0,2.0
diamond-deshields,Diamond DeShields,,1.0,,1.0,,1.0,,0.308,13.0,4.0,1.0,1.0,2.0,2.0,16.7,,-18.0,10.0,1.0,2.0,3.0
emma-meesseman,Emma Meesseman,,4.0,,3.0,,,,0.714,7.0,5.0,1.0,1.0,1.0,1.0,14.55,2.0,21.0,11.0,5.0,2.0,2.0
jennie-simms,Jennie Simms,,2.0,,7.0,,1.0,,0.625,8.0,5.0,2.0,1.0,2.0,2.0,34.78333333333333,1.0,-9.0,12.0,8.0,,4.0
julie-allemand,Julie Allemand,,6.0,1.0,,,2.0,,0.25,4.0,1.0,2.0,1.0,1.0,1.0,22.75,1.0,-2.0,3.0,1.0,1.0,1.0
kaela-davis,Kaela Davis,,,,3.0,0.5,2.0,1.0,0.667,6.0,4.0,,1.0,2.0,2.0,12.283333333333333,,-1.0,11.0,3.0,,2.0
kahleah-copper,Kahleah Copper,W,1.0,,3.0,,2.0,,0.417,12.0,5.0,3.0,1.0,1.0,1.0,19.633333333333333,1.0,8.0,11.0,4.0,,2.0
megan-gustafson,Megan Gustafson,,2.0,,10.0,0.5,2.0,1.0,0.5,8.0,4.0,1.0,0.75,4.0,3.0,26.233333333333334,,-2.0,12.0,10.0,,3.0
rebekah-gardner,Rebekah Gardner,,2.0,2.0,2.0,0.5,2.0,1.0,0.4,5.0,2.0,3.0,1.0,2.0,2.0,20.366666666666667,,7.0,7.0,2.0,2.0,
reshanda-gray,Reshanda Gray,,2.0,1.0,5.0,,1.0,,0.167,6.0,1.0,4.0,,,,17.483333333333334,,3.0,2.0,5.0,,1.0
ruthy-hebard,Ruthy Hebard,,1.0,,2.0,,,,0.333,6.0,2.0,3.0,,,,19.766666666666666,,-2.0,4.0,2.0,1.0,1.0
sam-thomas,Sam Thomas,,1.0,,,0.333,3.0,1.0,0.5,4.0,2.0,1.0,1.0,1.0,1.0,11.683333333333334,,5.0,6.0,,,1.0
shey-peddy,Shey Peddy,,3.0,,,,1.0,,0.571,7.0,4.0,2.0,,1.0,,21.05,,-17.0,8.0,,,2.0
sophie-cunningham,Sophie Cunningham,,2.0,,2.0,,2.0,,,3.0,,1.0,,,,18.316666666666666,,-20.0,,2.0,1.0,1.0
yvonne-turner,Yvonne Turner,,4.0,,1.0,,,,0.75,4.0,3.0,,,,,18.95,,2.0,6.0,1.0,,
