player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
aaron-aiken,Aaron Aiken,QB,0.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
aleki-tapa,Aleki Tapa,OL,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
asi-tupua,Asi Tupua,DL,,,,,,,,,,,,,,,,2.0,,,,,,,8.5,11.0,0.0,17.0,,,,,,,7.5,12.0,0.0,15.0,2.0,,,,,,,,,,,,,
brandon-munoz,Brandon Munoz,DL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,2.0,0.5,0.0,,
caleb-shudak,Caleb  Shudak,K,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,5.0,,,,
carlton-watkins,Carlton Watkins,DB,0.0,,,1.0,0.0,0.0,,1.0,0.0,,,,,,,,9.0,43.3,0.0,1.0,433.0,10.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,9.0,9.0
dnerius-antoine,D'Nerius Antoine,WR,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,1.0,0.0,,
devin-groenhagen,Devin Groenhagen,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,21.0,1.0,33.0,2.0,1.0,3.0,2.0,1.0,2.0,,,1.0,1.0,,,,
drew-prohaska,Drew Prohaska,RB,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,19.0,13.0,,45.0,5.0,207.0,,,,,,3.8,25.0,9.0,1.0,34.0,,,,,,,,
eric-thomas-jr,Eric Thomas Jr.,WR,3.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,10.0,10.0,0.0,10.0,,,1.0,,,,,,,,,,,,,,,,1.0,4.0,,,,
garrett-pemelton,Garrett Pemelton,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,45.0,2.0,95.0,4.0,,,,,,,,1.0,1.0,,,,
geovonte-howard-injured-reserve,Geovonte Howard (Injured Reserve),DB,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,
isaiah-hall,Isaiah Hall,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,0.0,1.0,0.0,-2.0,,,,,,,,
jadon-johnson,Jadon Johnson,WR,0.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,34.0,1.0,50.0,2.0,2.0,2.0,1.0,0.0,2.0,,,1.0,1.0,1.0,0.0,,
jahlil-brown,Jahlil Brown,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
javon-hayes,Javon Hayes,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
