player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
aiden-oldenburg,Aiden Oldenburg,,0.0,1.0,1.0,5.0,8.0
ben-richardson,Ben Richardson,,0.0,1.0,1.0,5.0,8.0
christoffer-sundgren,Christoffer Sundgren,,1.0,1.0,0.0,8.0,5.0
daniel-casper,Daniel Casper,,0.0,1.0,1.0,5.0,8.0
luc-violette,Luc Violette,,0.0,1.0,1.0,5.0,8.0
niklas-edin,Niklas Edin,,1.0,1.0,0.0,8.0,5.0
oskar-eriksson,Oskar Eriksson,,1.0,1.0,0.0,8.0,5.0
rasmus-wranå,Rasmus Wranå,,1.0,1.0,0.0,8.0,5.0
rich-ruohonen,Rich Ruohonen,,0.0,1.0,1.0,5.0,8.0
simon-olofsson,Simon Olofsson,,1.0,1.0,0.0,8.0,5.0
