player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
a-kolan,A Kolan,,1.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,1.0
b-bhadriraju,B Bhadriraju,,,,,,,,24.0,0.0,0.0,27.0,0.0,0.0,,1.0
d-dhingra,D Dhingra,,1.0,0.0,0.0,2.0,1.0,0.0,18.0,0.0,0.0,22.0,0.0,6.0,,1.0
g-kodali,G Kodali,,,,,,,,6.0,0.0,0.0,16.0,0.0,0.0,,1.0
im-vaghela,IM Vaghela,,,,,,,,12.0,0.0,0.0,15.0,0.0,3.0,,1.0
l-ramjit,L Ramjit,,41.0,1.0,1.0,5.0,26.0,0.0,,,,,,,,1.0
lata-mondal,Lata Mondal,,,,,,,,12.0,0.0,0.0,9.0,0.0,0.0,,1.0
murshida-khatun,Murshida Khatun,,64.0,9.0,1.0,2.0,77.0,0.0,,,,,,,,1.0
nahida-akter,Nahida Akter,,,,,,,,18.0,0.0,0.0,18.0,1.0,0.0,,1.0
nigar-sultana,Nigar Sultana,,40.0,6.0,1.0,3.0,56.0,1.0,,,,,,,,1.0
ritu-moni,Ritu Moni,,,,,,,,18.0,0.0,0.0,19.0,0.0,0.0,,1.0
rumana-ahmed,Rumana Ahmed,,,,,,,,12.0,0.0,0.0,10.0,0.0,0.0,,1.0
s-mostary,S Mostary,,,,,,,,,,,,,,1.0,1.0
s-sriharsha,S Sriharsha,,71.0,8.0,1.0,3.0,74.0,0.0,,,,,,,,1.0
st-eyyunni,ST Eyyunni,,,,,,,,18.0,0.0,1.0,21.0,0.0,0.0,,1.0
salma-khatun,Salma Khatun,,,,,,,,18.0,0.0,0.0,12.0,1.0,1.0,,1.0
sanjida-akter-meghla,Sanjida Akter Meghla,,,,,,,,24.0,0.0,0.0,18.0,0.0,0.0,,1.0
shamima-sultana,Shamima Sultana,,17.0,2.0,0.0,1.0,10.0,0.0,,,,,,,,1.0
shohely-akhter,Shohely Akhter,,,,,,,,18.0,0.0,0.0,16.0,0.0,0.0,1.0,1.0
snigdha-paul,Snigdha Paul,,6.0,0.0,0.0,1.0,0.0,0.0,24.0,1.0,0.0,24.0,1.0,2.0,,1.0
t-chopra,T Chopra,,,,,,,,18.0,0.0,0.0,33.0,0.0,3.0,,1.0
