player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
carla-leite,Carla Leite,,1.0,,,,,,,1.0,,,0.5,2.0,1.0,7.383333333333334,,-5.0,1.0,,1.0,2.0
cecilia-zandalasini,Cecilia Zandalasini,,1.0,1.0,4.0,0.5,4.0,2.0,0.5,8.0,4.0,5.0,,,,30.333333333333332,1.0,-18.0,10.0,5.0,4.0,1.0
haley-jones,Haley Jones,,1.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,2.0,1.0,,,,14.116666666666667,1.0,4.0,5.0,3.0,,
janelle-salaa14n,Janelle SalaÃ¼n,,1.0,,,0.5,2.0,1.0,0.667,6.0,4.0,2.0,,,,22.166666666666668,,-5.0,9.0,,,2.0
julie-vanloo,Julie Vanloo,,5.0,,1.0,0.333,3.0,1.0,0.4,5.0,2.0,1.0,1.0,5.0,5.0,24.333333333333332,,-6.0,10.0,1.0,1.0,4.0
kalani-brown,Kalani Brown,,1.0,1.0,7.0,,,,0.667,3.0,2.0,,,,,12.7,1.0,3.0,4.0,8.0,1.0,1.0
kate-martin,Kate Martin,W,1.0,,3.0,0.667,3.0,2.0,0.667,3.0,2.0,1.0,0.5,2.0,1.0,13.633333333333333,1.0,4.0,7.0,4.0,,1.0
kathryn-westbeld,Kathryn Westbeld,,2.0,2.0,6.0,0.5,2.0,1.0,0.429,7.0,3.0,1.0,,,,30.1,1.0,3.0,7.0,7.0,2.0,2.0
kayla-thornton,Kayla Thornton,,1.0,,2.0,0.143,7.0,1.0,0.308,13.0,4.0,1.0,0.333,3.0,1.0,31.55,1.0,-1.0,10.0,3.0,1.0,3.0
kitija-laksa,Kitija Laksa,,,,2.0,0.5,4.0,2.0,0.4,5.0,2.0,1.0,,2.0,,25.666666666666668,2.0,14.0,6.0,4.0,1.0,1.0
lexi-held,Lexi Held,,2.0,,,0.444,9.0,4.0,0.467,15.0,7.0,2.0,1.0,6.0,6.0,27.166666666666668,,18.0,24.0,,1.0,2.0
monique-akoa-makani,Monique Akoa Makani,,2.0,,1.0,,1.0,,0.333,3.0,1.0,1.0,1.0,2.0,2.0,17.383333333333333,,-5.0,4.0,1.0,1.0,3.0
monique-billings,Monique Billings,F,1.0,,,,,,,,,,,,,1.95,,-6.0,,,,
murjanatu-musa,Murjanatu Musa,,,,1.0,,,,0.667,6.0,4.0,3.0,,,,18.05,2.0,-4.0,8.0,3.0,,1.0
sami-whitcomb,Sami Whitcomb,,2.0,,2.0,0.333,6.0,2.0,0.333,9.0,3.0,6.0,1.0,1.0,1.0,30.233333333333334,1.0,-6.0,9.0,3.0,,3.0
satou-sabally,Satou Sabally,W,5.0,1.0,5.0,0.5,2.0,1.0,0.462,13.0,6.0,5.0,0.667,9.0,6.0,24.583333333333332,2.0,18.0,19.0,7.0,1.0,4.0
stephanie-talbot,Stephanie Talbot,,3.0,,3.0,,2.0,,0.333,3.0,1.0,1.0,,,,12.2,,7.0,2.0,3.0,,3.0
temi-fagbenle-2,Temi Fagbenle,,1.0,2.0,6.0,0.333,3.0,1.0,0.417,12.0,5.0,1.0,0.5,2.0,1.0,28.3,5.0,-13.0,12.0,11.0,2.0,1.0
veronica-burton,Veronica Burton,G,2.0,,2.0,0.2,5.0,1.0,0.333,9.0,3.0,4.0,0.818,11.0,9.0,28.15,,-2.0,16.0,2.0,2.0,2.0
