player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
beatrice-mompremier,Beatrice Mompremier,,,,2.0,,,,0.5,4.0,2.0,1.0,,,,14.983333333333333,2.0,-2.0,4.0,4.0,,1.0
betnijah-laney-hamilton,Betnijah Laney-Hamilton,,1.0,,4.0,0.25,4.0,1.0,0.143,7.0,1.0,,,,,22.416666666666668,,-22.0,3.0,4.0,,3.0
briann-january,Briann January,,3.0,,4.0,0.4,5.0,2.0,0.5,8.0,4.0,2.0,,,,29.783333333333335,,27.0,10.0,4.0,3.0,1.0
brionna-jones,Brionna Jones,,2.0,,3.0,,,,0.333,6.0,2.0,2.0,1.0,2.0,2.0,28.566666666666666,3.0,20.0,6.0,6.0,1.0,2.0
dewanna-bonner,DeWanna Bonner,,2.0,,3.0,,5.0,,0.25,12.0,3.0,1.0,1.0,2.0,2.0,25.416666666666668,,24.0,8.0,3.0,2.0,
didi-richards,DiDi Richards,,3.0,,,,1.0,,,1.0,,,,,,12.016666666666667,,7.0,,,,
dijonai-carrington,DiJonai Carrington,,1.0,,,0.5,2.0,1.0,0.5,4.0,2.0,3.0,,,,9.35,,-8.0,5.0,,,1.0
jasmine-thomas,Jasmine Thomas,,1.0,1.0,3.0,0.667,3.0,2.0,0.5,6.0,3.0,3.0,1.0,4.0,4.0,21.35,,25.0,12.0,3.0,1.0,1.0
jazmine-jones,Jazmine Jones,,2.0,,4.0,,3.0,,0.182,11.0,2.0,1.0,0.667,9.0,6.0,21.683333333333334,,2.0,10.0,4.0,,2.0
jonquel-jones,Jonquel Jones,,5.0,,16.0,0.375,8.0,3.0,0.429,14.0,6.0,3.0,0.667,3.0,2.0,34.85,1.0,20.0,17.0,17.0,2.0,2.0
kaila-charles,Kaila Charles,,,,2.0,,1.0,,,3.0,,2.0,,,,14.583333333333334,1.0,-7.0,,3.0,,1.0
kylee-shook,Kylee Shook,,2.0,1.0,1.0,0.8,5.0,4.0,0.75,8.0,6.0,2.0,,,,32.833333333333336,,-16.0,16.0,1.0,,2.0
leaonna-odom,Leaonna Odom,,,,,,2.0,,,3.0,,,,2.0,,7.85,2.0,-8.0,,2.0,,
michaela-onyenwere,Michaela Onyenwere,,1.0,,4.0,0.25,4.0,1.0,0.333,9.0,3.0,2.0,0.833,6.0,5.0,30.8,,-14.0,12.0,4.0,,2.0
natisha-hiedeman,Natisha Hiedeman,G,1.0,,2.0,0.5,6.0,3.0,0.333,9.0,3.0,4.0,,,,19.516666666666666,,-10.0,9.0,2.0,2.0,1.0
reshanda-gray,Reshanda Gray,,,,3.0,1.0,2.0,2.0,0.75,4.0,3.0,3.0,,,,20.95,2.0,-5.0,8.0,5.0,,2.0
sabrina-ionescu,Sabrina Ionescu,,3.0,,6.0,,3.0,,,6.0,,,,,,21.0,1.0,-26.0,,7.0,,2.0
sami-whitcomb,Sami Whitcomb,,3.0,,7.0,0.2,5.0,1.0,0.286,7.0,2.0,3.0,,,,30.45,,-3.0,5.0,7.0,,3.0
stephanie-jones,Stephanie Jones,,,,,,,,,,,,,,,1.6,,-4.0,,,,
