player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
aamer-yamin,Aamer Yamin,,6.0,1.0,0.0,5.0,9.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,1.0,1.0
abdullah-shafique,Abdullah Shafique,,8.0,1.0,0.0,1.0,8.0,0.0,,,,,,,,1.0
babar-azam,Babar Azam,,33.0,5.0,0.0,2.0,41.0,0.0,,,,,,,1.0,1.0
d-wiese,D Wiese,,,,,,,,12.0,0.0,0.0,21.0,0.0,0.0,,1.0
fakhar-zaman,Fakhar Zaman,,60.0,12.0,0.0,2.0,106.0,4.0,,,,,,,,1.0
haris-rauf,Haris Rauf,,,,,,,,24.0,0.0,0.0,33.0,3.0,0.0,1.0,1.0
imad-wasim,Imad Wasim,,1.0,0.0,0.0,8.0,0.0,0.0,24.0,0.0,0.0,28.0,1.0,0.0,1.0,1.0
jm-clarke,JM Clarke,,18.0,2.0,1.0,4.0,24.0,0.0,,,,,,,,1.0
kamran-ghulam,Kamran Ghulam,,9.0,1.0,0.0,3.0,6.0,0.0,,,,,,,,1.0
l-gregory,L Gregory,,3.0,0.0,0.0,6.0,2.0,0.0,20.0,0.0,0.0,32.0,0.0,1.0,,1.0
mohammad-hafeez,Mohammad Hafeez,,21.0,4.0,0.0,4.0,24.0,0.0,6.0,0.0,0.0,4.0,1.0,1.0,,1.0
mohammad-ilyas,Mohammad Ilyas,,,,,,,,18.0,0.0,0.0,43.0,0.0,1.0,,1.0
mohammad-nabi,Mohammad Nabi,,14.0,2.0,0.0,3.0,15.0,0.0,24.0,0.0,0.0,27.0,1.0,1.0,1.0,1.0
rashid-khan,Rashid Khan,,,,,,,,24.0,0.0,0.0,24.0,1.0,0.0,1.0,1.0
sr-patel,SR Patel,,18.0,4.0,1.0,5.0,26.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,,1.0
sahibzada-farhan,Sahibzada Farhan,,5.0,0.0,0.0,7.0,8.0,1.0,,,,,,,,1.0
shaheen-shah-afridi,Shaheen Shah Afridi,,,,,,,,24.0,0.0,0.0,31.0,1.0,1.0,2.0,1.0
sharjeel-khan,Sharjeel Khan,,39.0,8.0,0.0,1.0,60.0,3.0,,,,,,,,1.0
umaid-asif,Umaid Asif,,1.0,0.0,1.0,9.0,0.0,0.0,24.0,0.0,0.0,30.0,2.0,1.0,,1.0
zaman-khan,Zaman Khan,,,,,,,,24.0,0.0,0.0,39.0,1.0,2.0,,1.0
