player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
aj-ouellette,A.J. OUELLETTE,RB,,,,,,,,,,,3.0,84.0,,
andrew-harris,Andrew Harris,RB,,,,,,,,0.0,11.0,1.0,0.0,32.0,,
boris-bede,Boris Bede,K,4.0,58.0,,,,,,,,,,,,
cam-phillips,Cam Phillips,WR,,,,,,,,0.0,61.0,2.0,,,,
cameron-dukes,Cameron Dukes,QB,,,,,,,,,,,0.0,6.0,,
chad-kelly,Chad KELLY,QB,,,2.0,,1.0,264.0,,,,,0.0,24.0,,
davaris-daniels,DaVaris DANIELS,WR,,,,,,,,0.0,23.0,1.0,,,,
damonte-coxie,Damonte COXIE,WR,,,,,,,,0.0,33.0,1.0,,,,
daniel-adeboboye,Daniel ADEBOBOYE,RB,,,,,,,,0.0,-2.0,1.0,0.0,48.0,,
david-ungerer-iii,David UNGERER III,WR,,,,,,,,1.0,75.0,3.0,,,,
dean-faithfull,Dean Faithfull,K,1.0,18.0,,,,,,,,,,,,
dejon-brissett,Dejon BRISSETT,WR,,,,,,,,0.0,63.0,4.0,,,,
dillon-mitchell,Dillon MITCHELL,WR,,,,,,,,0.0,6.0,1.0,,,,
edm-dst,EDM DST,DST,,,,2.0,,,43.0,,,,,,,
eugene-lewis,Eugene LEWIS,WR,,,,,,,,0.0,43.0,5.0,,,,
jake-ceresna,Jake Ceresna,DB/DL,,,,,,,,,,,,,,1.0
jarret-doege,Jarret DOEGE,QB,,,1.0,,2.0,163.0,,,,,0.0,4.0,,
kai-locksley,Kai Locksley,QB,,,,,,,,,,,0.0,-2.0,,
kevin-brown,Kevin BROWN,RB,,,,,,,,1.0,17.0,2.0,0.0,16.0,,
kyran-moore,Kyran Moore,WR,,,,,,,,0.0,48.0,5.0,,,,
shannon-brooks,Shannon Brooks,RB,,,,,,,,,,,0.0,5.0,,
steven-dunbar-jr,Steven Dunbar Jr.,WR,,,,,,,,,98.0,8.0,,,,
tor-dst,TOR DST,DST,,,,1.0,,,31.0,,,,,,6.0,
taylor-cornelius,Taylor Cornelius,QB,,,0.0,,1.0,135.0,,,,,0.0,28.0,,
vincent-forbes-mombleau,Vincent Forbes-Mombleau,WR,,,,,,,,2.0,86.0,2.0,,,,
