player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
arkell-smith,Arkell Smith,WR,,,,,,,0.0,81.0,7.0,,,
binjimen-victor,Binjimen Victor,WR,,,,,,,0.0,20.0,2.0,,,
cgy-dst,CGY DST,DST,,,,,,7.0,,,,,,4.0
cgy-k,CGY K,K,2.0,82.0,,,,,,,,,,
cgy-qb,CGY QB,QB,,,0.0,1.0,162.0,,,,,1.0,7.0,
clark-barnes,Clark BARNES,WR,,,,,,,0.0,62.0,5.0,,,
cody-fajardo,Cody FAJARDO,QB,,,0.0,0.0,255.0,,,,,0.0,44.0,
cole-snyder,Cole SNYDER,QB,,,,,,,,,,0.0,5.0,
damien-alford,Damien ALFORD,WR,,,,,,,0.0,0.0,0.0,,,
dedrick-mills,Dedrick MILLS,RB,,,,,,,0.0,6.0,1.0,0.0,106.0,
dominique-rhymes,Dominique RHYMES,WR,,,,,,,1.0,41.0,2.0,,,
edm-dst,EDM DST,DST,,,,,,28.0,,,,,,
edm-k,EDM K,K,,83.0,,,,,,,,,,
edm-qb,EDM QB,QB,,,0.0,0.0,255.0,,,,,0.0,49.0,
erik-brooks,Erik BROOKS,WR,,,,,,,0.0,32.0,2.0,,,
jalen-philpot,Jalen PHILPOT,WR,,,,,,,0.0,18.0,2.0,0.0,5.0,
javon-leake,Javon LEAKE,RB,,,,,,,,,,0.0,2.0,
justin-rankin,Justin Rankin,RB,,,,,,,0.0,48.0,5.0,0.0,48.0,
kaion-julien-grant,Kaion JULIEN-GRANT,WR,,,,,,,0.0,37.0,1.0,,,
kurleigh-gittens-jr,Kurleigh GITTENS JR.,WR,,,,,,,,46.0,3.0,,,
ludovick-choquette,Ludovick CHOQUETTE,RB,,,,,,,0.0,3.0,1.0,0.0,7.0,
rene-paredes-2,Rene PAREDES,K,2.0,82.0,,,,,,,,,,
tyson-middlemost,Tyson MIDDLEMOST,WR,,,,,,,0.0,0.0,0.0,,,
vernon-adams-jr,Vernon ADAMS JR.,QB,,,,1.0,162.0,,,,,,3.0,
vincent-blanchard,Vincent Blanchard,K,,83.0,,,,,,,,,,
