player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
angel-reese,Angel Reese,F,4.0,,6.0,,1.0,,0.455,11.0,5.0,3.0,1.0,3.0,3.0,31.85,6.0,-14.0,13.0,12.0,2.0,4.0
ariel-atkins,Ariel Atkins,,5.0,,1.0,,1.0,,0.5,6.0,3.0,5.0,1.0,3.0,3.0,26.9,1.0,-12.0,9.0,2.0,1.0,3.0
azura-stevens-2,Azura Stevens,,3.0,1.0,6.0,0.5,4.0,2.0,0.714,14.0,10.0,2.0,1.0,2.0,2.0,31.566666666666666,2.0,20.0,24.0,8.0,2.0,2.0
courtney-vandersloot,Courtney Vandersloot,,2.0,1.0,4.0,0.2,5.0,1.0,0.4,10.0,4.0,2.0,1.0,2.0,2.0,34.56666666666667,,-22.0,11.0,4.0,1.0,1.0
dearica-hamby,Dearica Hamby,F,8.0,1.0,2.0,1.0,1.0,1.0,0.273,11.0,3.0,2.0,0.429,7.0,3.0,35.38333333333333,4.0,19.0,10.0,6.0,6.0,2.0
elizabeth-williams,Elizabeth Williams,,1.0,2.0,3.0,,,,0.4,10.0,4.0,2.0,0.5,2.0,1.0,20.683333333333334,1.0,-4.0,9.0,4.0,1.0,1.0
emma-cannon,Emma Cannon,,,,1.0,,,,,,,1.0,,,,4.833333333333333,,-5.0,,1.0,,1.0
julie-allemand,Julie Allemand,,1.0,,3.0,,3.0,,0.2,5.0,1.0,1.0,1.0,2.0,2.0,17.6,1.0,-8.0,4.0,4.0,2.0,1.0
kamilla-cardoso,Kamilla Cardoso,,3.0,,4.0,,,,0.667,9.0,6.0,5.0,,,,19.316666666666666,2.0,-9.0,12.0,6.0,,1.0
kelsey-plum,Kelsey Plum,G,8.0,,2.0,0.6,10.0,6.0,0.5,18.0,9.0,1.0,1.0,4.0,4.0,36.3,,19.0,28.0,2.0,,3.0
kia-nurse,Kia Nurse,,,,3.0,,4.0,,0.444,9.0,4.0,3.0,0.5,2.0,1.0,23.983333333333334,,-19.0,9.0,3.0,1.0,5.0
liatu-king,Liatu King,,,,4.0,,1.0,,0.333,3.0,1.0,2.0,,,,13.55,1.0,4.0,2.0,5.0,,1.0
mercedes-russell,Mercedes Russell,,,,,,,,,2.0,,1.0,1.0,2.0,2.0,8.216666666666667,2.0,-8.0,2.0,2.0,,
michaela-onyenwere,Michaela Onyenwere,,1.0,,,,1.0,,0.5,2.0,1.0,,,,,8.15,,1.0,2.0,,,
odyssey-sims,Odyssey Sims,,3.0,,1.0,0.5,4.0,2.0,0.667,6.0,4.0,,0.5,4.0,2.0,26.95,,17.0,12.0,1.0,2.0,
rachel-banham,Rachel Banham,G,1.0,,,,3.0,,0.25,4.0,1.0,1.0,,,,17.05,,10.0,2.0,,,
rebecca-allen,Rebecca Allen,W,,,1.0,0.6,5.0,3.0,0.5,8.0,4.0,,,,,17.5,2.0,4.0,11.0,3.0,,2.0
sarah-ashlee-barker,Sarah Ashlee Barker,,1.0,,3.0,0.5,4.0,2.0,0.429,7.0,3.0,4.0,0.5,2.0,1.0,25.6,,7.0,9.0,3.0,,1.0
