player_id,player_name,positions,interceptions,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
adam-kruse,Adam Kruse,QB,2.0,3.0,112.0,,,,0.0,31.0
dalton-cole,Dalton Cole,QB,2.0,0.0,84.0,,,,0.0,49.0
deshon-williams,Deshon  Williams,TE/WR,,,,1.0,34.0,5.0,,
ijaaz-rashid,Ijaaz Rashid,WR/JLB,,,,,,,0.0,0.0
ledarian-mcallister,Ledarian Mcallister,WR,,,,1.0,38.0,3.0,1.0,19.0
machiah-lee,Machiah Lee,DB,,,,,,,0.0,5.0
maurice-ashley,Maurice Ashley,WR,,,,,,,0.0,-1.0
