player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
bobby-lammie,Bobby Lammie,,0.0,1.0,1.0,4.0,7.0
bruce-mouat,Bruce Mouat,,0.0,1.0,1.0,4.0,7.0
grant-hardie,Grant Hardie,,0.0,1.0,1.0,4.0,7.0
hammy-jr-mcmillan,Hammy Jr McMillan,,0.0,1.0,1.0,4.0,7.0
kyle-waddell,Kyle Waddell,,0.0,1.0,1.0,4.0,7.0
lukas-klima,Lukas Klima,,1.0,1.0,0.0,7.0,4.0
lukas-klipa,Lukas Klipa,,1.0,1.0,0.0,7.0,4.0
marek-cernovsky,Marek Cernovsky,,1.0,1.0,0.0,7.0,4.0
martin-jurik,Martin Jurik,,1.0,1.0,0.0,7.0,4.0
radek-bohac,Radek Bohac,,1.0,1.0,0.0,7.0,4.0
