player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,kr_avg,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
aeden-johnson,Aeden Johnson,K,,,,,,,,1.0,0.0,1.0,1.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandon-tolbert,Brandon Tolbert,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
brent-reis,Brent Reis,K,,,,,,,,0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-davis,Claude Davis,,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
delvon-randall,Delvon Randall,LB,2.0,,1.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0
donavan-thurman,Donavan Thurman,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0
dontorian-best,Dontorian Best,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
gunner-hurlburt,Gunner Hurlburt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,1.0,6.0,1.0,,,,,,,,,,
javonte-johnson,JaVonte Johnson,QB,,292.0,,,,,,,,,,,,2.0,,,,,,,,,24.0,7.0,0.0,14.0,0.0,49.0,0.0,3.0,97.0,0.0,,,,,,,,,3.0,0.0,0.0,2.0,0.0,0.0,6.0,,
jacquez-mabin,Jacquez Mabin,,0.0,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
javonte-haynes,Javonte Haynes,WR,0.0,,0.0,0.0,3.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,8.0
jaylon-tucker,Jaylon Tucker,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,
jordan-washington,Jordan Washington,,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
joseph-gordon,Joseph Gordon,,3.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
joshua-cooper,Joshua Cooper,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0
jovohn-tucker,Jovohn Tucker,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,0.0,0.0,2.0,164.0,10.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
justin-rhoades,Justin Rhoades,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
kyrin-beachem,Kyrin Beachem,,4.0,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
labarron-mallory,Labarron Mallory,DB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
lance-desorbo,Lance Desorbo,,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
ledarian-mcallister,Ledarian Mcallister,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,0.0,0.0,0.0,9.0,1.0,,,,,,,,,,
moe-strong,Moe Strong,WR,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,14.0,0.0,0.0,0.0,2.0,42.0,3.0,,7.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0
otis-odom,Otis Odom,WR,,,,,,,,,,,,,,,2.0,,,,,10.0,0.0,20.0,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,,
robert-fuentes,Robert Fuentes,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
robert-robinson,Robert Robinson,,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
rudy-johnson,Rudy Johnson,QB,,600.0,,,,,,,,,,,,1.0,,,,,,,,,40.0,24.0,0.0,13.0,0.0,83.0,0.0,1.0,312.0,0.0,,,,,,,,,1.0,0.0,0.0,5.0,1.0,0.0,6.0,,
shannon-brooks,Shannon Brooks,RB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,,9.0,0.0,9.0,,,,,,,,,,,27.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,5.0,0.0,0.0,13.0,1.0,0.0,70.0,0.0,1.0
shijuan-rogers,Shijuan Rogers,,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0
simeon-burns,Simeon Burns,DB,0.0,,2.0,0.0,3.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,,5.0,0.0,5.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,5.0
tajae-brooks,Tajae Brooks,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,1.0,29.0,3.0,,,,,,,,,,
travis-whitlock,Travis Whitlock,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,12.0,1.0,,2.0,0.0,0.0,5.0,0.0,0.0,11.0,,
tyler-kennedy,Tyler Kennedy,WR,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,3.0,,,,,8.0,0.0,25.0,,,,,,,,,,,16.0,0.0,0.0,0.0,2.0,97.0,6.0,0.0,,,,,,,,0.0,0.0
tyriq-starks,Tyriq Starks,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,0.0,0.0,1.0,0.0,0.0,-5.0,,
vincent-strange-jr,Vincent Strange Jr.,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,21.0,4.0,,,,,,,,,,
