player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,kr_avg,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
aeden-johnson,Aeden Johnson,K,,,,,,,,1.0,0.0,0.0,0.0,,,,,0.0,1.0,3.0,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akeem-smith,Akeem Smith,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0
alphonso-taylor,Alphonso Taylor,,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0
charles-reid,Charles Reid,DB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,2.0
chei-hill,Chei Hill,DL,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
chizi-umunakwe,Chizi Umunakwe,LB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
clarence-williams,Clarence Williams,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,14.0,0.0,0.0,1.0,73.0,8.0,,,,,,,,,,
claude-davis,Claude Davis,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
darien-townsend,DARIEN TOWNSEND,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,38.0,0.0,0.0,1.0,57.0,3.0,,,,,,,,,,
duane-brown,DUANE  BROWN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,13.0,0.0,0.0,2.0,31.0,4.0,,,,,,,,,,
delvon-randall,Delvon Randall,LB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
dontorian-best,Dontorian Best,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
drew-singleton,Drew Singleton,LB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0
isiah-scott,Isiah Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,22.0,0.0,0.0,1.0,41.0,3.0,,,,,,,,,,
javonte-johnson,JaVonte Johnson,QB,,600.0,,,,,,,,,,,,2.0,,,,,,,,,30.0,18.0,17.0,8.0,0.0,65.0,2.0,2.0,135.0,0.0,,,,,,,,,6.0,6.0,0.0,1.0,0.0,0.0,6.0,,
jamal-couch,Jamal Couch,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,17.0,0.0,0.0,1.0,36.0,6.0,,,,,,,,,,
javonte-haynes,Javonte Haynes,WR,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
joshua-kulka,Joshua Kulka,QB,,522.0,,,,,,,,,,,,1.0,,,,,,,,,23.0,12.0,38.0,13.0,0.0,96.0,2.0,5.0,159.0,0.0,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,
kyle-chandler,Kyle Chandler,DB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
kyler-edwards,Kyler Edwards,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
ledarian-mcallister,Ledarian Mcallister,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,,,
markus-smith,Markus Smith,,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
otis-odom,Otis Odom,WR,,,,,,,,,,,,,,,5.0,,,,,15.0,0.0,75.0,,,,,,,,,,,7.0,13.0,0.0,0.0,0.0,22.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,,
prince-umanmielen,Prince Umanmielen,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0
qaadir-shepard,Qaadir Shepard,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0
robert-fuentes,Robert Fuentes,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
seth-robertson,Seth Robertson,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
shahuan-williams,Sha'huan Williams,DL,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0
shaki-holines,Shaki Holines,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
shannon-brooks,Shannon Brooks,RB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,16.0,0.0,1.0,32.0,0.0,2.0
svante-davenport,Svante Davenport,DB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
trevon-shorts,TREVON  SHORTS,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,21.0,0.0,0.0,0.0,21.0,1.0,,4.0,10.0,0.0,8.0,0.0,1.0,30.0,,
tre-wortham,Tre Wortham,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0
tyrese-chambers,Tyrese Chambers,WR,,,,,,,,,,,,,,,1.0,,,,,45.0,0.0,45.0,,,,,,,,,,,9.0,9.0,0.0,0.0,1.0,9.0,1.0,0.0,,,,,,,,,
tyriq-starks,Tyriq Starks,QB,,0.0,,,,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,,,,,,,,,5.0,5.0,0.0,1.0,0.0,0.0,5.0,,
will-caviness,Will Caviness,K,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,7.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
