player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
barbara-pistolozzi,Barbara Pistolozzi,,1.0,1.0,0.0,9.0,3.0
christina-haller,Christina Haller,,0.0,1.0,1.0,3.0,9.0
cristina-durando,Cristina Durando,,1.0,1.0,0.0,9.0,3.0
diana-faure-rolland,Diana Faure Rolland,,1.0,1.0,0.0,9.0,3.0
heike-schwaller,Heike Schwaller,,0.0,1.0,1.0,3.0,9.0
lucilla-macchiati,Lucilla Macchiati,,1.0,1.0,0.0,9.0,3.0
martina-knobloch,Martina Knobloch,,0.0,1.0,1.0,3.0,9.0
michaela-greif,Michaela Greif,,0.0,1.0,1.0,3.0,9.0
sabine-belkofer,Sabine Belkofer,,0.0,1.0,1.0,3.0,9.0
valeria-sacca,Valeria Sacca,,1.0,1.0,0.0,9.0,3.0
