player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
aaron-peterschmidt,Aaron Peterschmidt,P,2.0,,16.0,15.0,,,1.0,,1.0,16.0,1.0,161.0,69.0
adam-mcnichols,Adam McNichols,P,1.0,1.0,10.0,8.0,,1.0,,,,9.0,1.0,146.0,62.0
andrew-padula,Andrew Padula,P,,1.0,12.0,12.0,,2.0,2.0,,,12.0,2.0,17.0,63.0
antonio-rueda,Antonio Rueda,P,,,6.0,5.0,,,,,,6.0,1.0,18.0,19.0
austin-kelly,Austin Kelly,P,,,15.0,15.0,,,2.0,1.0,,16.0,,38.0,195.0
brandon-van-deusen,Brandon Van Deusen,P,1.0,,48.0,63.0,,,,,,65.0,2.0,88.0,370.0
cole-eustis,Cole Eustis,P,,1.0,18.0,22.0,,2.0,,,,22.0,,80.0,152.0
conner-stillwell,Conner Stillwell,P,,,10.0,9.0,1.0,1.0,1.0,,,9.0,,120.0,87.0
daniel-brunker,Daniel Brunker,P,1.0,,12.0,15.0,,,3.0,,1.0,16.0,,72.0,100.0
devin-cox,Devin Cox,P,,,1.0,,,1.0,,,,,,10.0,
eddie-finley,Eddie Finley,P,,1.0,5.0,2.0,,2.0,,,,2.0,,59.0,-19.0
everest-shapiro,Everest Shapiro,P,1.0,1.0,34.0,30.0,1.0,2.0,1.0,2.0,,32.0,,327.0,172.0
garrett-santi,Garrett Santi,P,1.0,,3.0,2.0,,,,,3.0,2.0,,27.0,18.0
genichi-nakano,Genichi Nakano,P,,1.0,6.0,5.0,1.0,2.0,,,,5.0,,53.0,40.0
ian-ladner,Ian Ladner,P,1.0,,3.0,2.0,,1.0,,,,2.0,1.0,24.0,9.0
ian-lawson,Ian Lawson,P,,,6.0,4.0,,,1.0,,,6.0,2.0,63.0,49.0
ian-sweeney,Ian Sweeney,P,4.0,,25.0,29.0,,,1.0,2.0,,33.0,4.0,107.0,310.0
jared-johnson,JARED JOHNSON,FB/P/RB/WR,,,23.0,30.0,,1.0,2.0,,,34.0,3.0,128.0,187.0
jonathan-lee,Jonathan Lee,P,,,10.0,12.0,,,1.0,,,13.0,1.0,91.0,84.0
landon-lavoie,Landon Lavoie,P,1.0,4.0,21.0,19.0,,,,,12.0,24.0,3.0,64.0,106.0
lukas-ambrose,Lukas Ambrose,P,1.0,4.0,11.0,11.0,,1.0,2.0,,,12.0,,108.0,40.0
matt-miller,Matt Miller,P,1.0,1.0,12.0,14.0,,1.0,1.0,,,14.0,1.0,-30.0,73.0
michael-kiyoi,Michael Kiyoi,P,2.0,,17.0,17.0,,1.0,1.0,,,17.0,,91.0,94.0
mitchell-steiner,Mitchell Steiner,P,,,20.0,19.0,1.0,2.0,1.0,,,20.0,1.0,194.0,138.0
nate-kirchhofer,Nate Kirchhofer,P,1.0,1.0,4.0,2.0,,,1.0,,11.0,3.0,,10.0,21.0
nate-knutson,Nate Knutson,P,2.0,1.0,3.0,3.0,,,,,,3.0,,22.0,4.0
pawel-janas,Pawel Janas,P,8.0,,78.0,82.0,,,5.0,1.0,3.0,82.0,,181.0,498.0
quinn-buermeyer,Quinn Buermeyer,P,,,13.0,9.0,,3.0,,,,11.0,1.0,149.0,2.0
raphy-hayes,Raphy Hayes,P,,1.0,9.0,7.0,1.0,1.0,,,,9.0,2.0,78.0,36.0
rhys-gretsch,Rhys Gretsch,P,3.0,,6.0,6.0,,,2.0,1.0,9.0,7.0,,44.0,95.0
ryan-wolfe,Ryan Wolfe,P,,,7.0,6.0,,,,,,7.0,1.0,56.0,34.0
sam-cook,Sam Cook,P,2.0,,23.0,20.0,,3.0,1.0,1.0,,20.0,,242.0,109.0
sam-gordon-koven,Sam Gordon-Koven,P,,,5.0,6.0,1.0,,1.0,,,8.0,2.0,6.0,20.0
scott-radlauer,Scott Radlauer,P,1.0,1.0,9.0,9.0,,,,,,10.0,1.0,78.0,10.0
sean-mcdougall,Sean McDougall,P,2.0,2.0,34.0,23.0,,9.0,1.0,1.0,,24.0,,349.0,112.0
spencer-latarski,Spencer Latarski,P,,,4.0,3.0,1.0,,,,,4.0,1.0,28.0,20.0
zac-schakner,Zac Schakner,P,2.0,,3.0,3.0,,,1.0,,,3.0,,11.0,-4.0
