player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
ags-gous,AGS Gous,,7.0,0.0,0.0,4.0,6.0,0.0,,,,,,,1.0,1.0
aj-hosein,AJ Hosein,,,,,,,,12.0,0.0,0.0,18.0,1.0,0.0,1.0,1.0
aj-pienaar,AJ Pienaar,,1.0,0.0,1.0,6.0,1.0,0.0,,,,,,,,1.0
d-ferreira,D Ferreira,,9.0,0.0,1.0,4.0,37.0,5.0,,,,,,,,1.0
dj-mitchell,DJ Mitchell,,5.0,0.0,0.0,3.0,6.0,0.0,,,,,,,,1.0
gd-phillips,GD Phillips,,11.0,2.0,1.0,5.0,18.0,1.0,,,,,,,,1.0
gj-maxwell,GJ Maxwell,,1.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,1.0
j-edwards,J Edwards,,,,,,,,6.0,0.0,0.0,17.0,0.0,0.0,,1.0
mj-owen,MJ Owen,,6.0,0.0,0.0,1.0,7.0,1.0,12.0,0.0,0.0,39.0,1.0,0.0,,1.0
mp-stoinis,MP Stoinis,,2.0,0.0,0.0,1.0,2.0,0.0,,,,,,,,1.0
n-burger,N Burger,,,,,,,,6.0,0.0,0.0,12.0,2.0,1.0,,1.0
noor-ahmad,Noor Ahmad,,,,,,,,12.0,0.0,0.0,14.0,1.0,1.0,,1.0
r-ravindra,R Ravindra,,4.0,1.0,0.0,2.0,10.0,1.0,,,,,,,,1.0
sk-patel,SK Patel,,,,,,,,,,,,,,1.0,1.0
sn-netravalkar,SN Netravalkar,,,,,,,,12.0,0.0,0.0,30.0,1.0,2.0,,1.0
shubham-ranjane,Shubham Ranjane,,14.0,4.0,1.0,2.0,39.0,3.0,,,,,,,,1.0
zia-ul-haq,Zia-ul-Haq,,,,,,,,,,,,,,1.0,1.0
