player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
azura-stevens-2,Azura Stevens,,1.0,,7.0,1.0,3.0,3.0,0.75,8.0,6.0,1.0,,,,21.733333333333334,1.0,-9.0,15.0,8.0,1.0,4.0
brian-cameron,Brian Cameron,F/P,1.0,1.0,2.0,1.0,2.0,2.0,0.833,6.0,5.0,4.0,1.0,2.0,2.0,10.733333333333333,3.0,-10.0,14.0,5.0,2.0,1.0
brittney-sykes,Brittney Sykes,W,3.0,1.0,1.0,0.429,7.0,3.0,0.524,21.0,11.0,3.0,1.0,2.0,2.0,34.766666666666666,,5.0,27.0,1.0,4.0,5.0
dearica-hamby,Dearica Hamby,F,2.0,2.0,6.0,,2.0,,0.615,13.0,8.0,1.0,1.0,3.0,3.0,30.316666666666666,1.0,13.0,19.0,7.0,,3.0
dominique-malonga,Dominique Malonga,F,1.0,,8.0,1.0,1.0,1.0,0.75,12.0,9.0,5.0,0.5,2.0,1.0,29.566666666666666,3.0,-8.0,20.0,11.0,1.0,3.0
erica-wheeler,Erica Wheeler,G,2.0,,,,1.0,,0.5,4.0,2.0,3.0,1.0,1.0,1.0,23.55,,-5.0,5.0,,3.0,2.0
ezi-magbegor,Ezi Magbegor,F,3.0,,2.0,,1.0,,0.2,5.0,1.0,2.0,,,,15.0,3.0,1.0,2.0,5.0,,1.0
gabby-williams,Gabby Williams,,3.0,,2.0,0.333,3.0,1.0,0.4,5.0,2.0,,,,,24.966666666666665,,-5.0,5.0,2.0,2.0,
julie-allemand,Julie Allemand,,8.0,,2.0,0.333,3.0,1.0,0.5,4.0,2.0,,,,,29.566666666666666,,-9.0,5.0,2.0,3.0,3.0
julie-vanloo,Julie Vanloo,,2.0,,,0.5,2.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,13.433333333333334,,11.0,4.0,,3.0,3.0
kelsey-plum,Kelsey Plum,G,7.0,,5.0,0.429,7.0,3.0,0.5,12.0,6.0,2.0,1.0,5.0,5.0,37.0,1.0,4.0,20.0,6.0,1.0,3.0
nneka-ogwumike,Nneka Ogwumike,,4.0,,7.0,0.25,4.0,1.0,0.417,12.0,5.0,1.0,1.0,4.0,4.0,34.21666666666667,3.0,-2.0,15.0,10.0,1.0,1.0
rae-burrell,Rae Burrell,W,3.0,,1.0,0.667,3.0,2.0,0.429,7.0,3.0,,,,,19.75,,13.0,8.0,1.0,,
rickea-jackson,Rickea Jackson,W,1.0,,,0.4,5.0,2.0,0.25,12.0,3.0,2.0,1.0,1.0,1.0,37.46666666666667,1.0,2.0,9.0,1.0,,2.0
skylar-diggins,Skylar Diggins,G,6.0,,,0.5,6.0,3.0,0.389,18.0,7.0,2.0,,,,31.933333333333334,2.0,6.0,17.0,2.0,2.0,1.0
tiffany-mitchell,Tiffany Mitchell,,1.0,,,,1.0,,,1.0,,1.0,,,,6.0,1.0,-7.0,,1.0,,1.0
