player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
adrian-durcek,Adrian Durcek,,0.0,1.0,1.0,2.0,9.0
austin-mckenzie,Austin McKenzie,,1.0,1.0,0.0,9.0,2.0
graeme-stewart,Graeme Stewart,,1.0,1.0,0.0,9.0,2.0
hugh-nibloe,Hugh Nibloe,,1.0,1.0,0.0,9.0,2.0
karen-aspey,Karen Aspey,,1.0,1.0,0.0,9.0,2.0
karol-sandl,Karol Sandl,,0.0,1.0,1.0,2.0,9.0
monika-kunkelova,Monika Kunkelova,,0.0,1.0,1.0,2.0,9.0
peter-zatko,Peter Zatko,,0.0,1.0,1.0,2.0,9.0
radoslav-duris,Radoslav Duris,,0.0,1.0,1.0,2.0,9.0
stewart-pimblett,Stewart Pimblett,,1.0,1.0,0.0,9.0,2.0
