player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,kr_avg,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
andrew-mcbride,Andrew McBride,QB,0.0,571.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,,,,,,,,,35.0,20.0,26.0,9.0,0.0,86.0,1.0,5.0,171.0,0.0,,,,,,,,,,,,,,,,0.0,1.0
charles-bradley,Charles Bradley,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
darius-prince,DARIUS PRINCE,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,2.0,,,,,9.0,0.0,18.0,,,,,,,,,,,16.0,33.0,0.0,0.0,2.0,48.0,3.0,0.0,,,,,,,,0.0,1.0
darryl-overstreet-jr,Darryl Overstreet Jr.,QB,0.0,618.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,,,,,,,,,34.0,21.0,40.0,13.0,0.0,102.0,2.0,7.0,269.0,0.0,,,,,,,,,2.0,4.0,0.0,5.0,0.0,2.0,11.0,0.0,2.0
devin-kirkwood,Devin Kirkwood,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
dontrell-morrison,Dontrell Morrison,WR,,,,,,,,,,,,,,,5.0,,,,,32.0,0.0,162.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
esaias-gandy,Esaias Gandy,,3.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0
ezekiel-rose,Ezekiel Rose,DL,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
geemontae-peck,Geemontae Peck,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
henry-nell,Henry Nell,K,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,2.0,6.0,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isaiah-hall,Isaiah Hall,DB,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,2.0,,,,,20.0,0.0,41.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0
jalen-phelps,Jalen Phelps,,1.0,,1.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
jalin-marshall,Jalin Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,40.0,0.0,0.0,2.0,104.0,6.0,,,,,,,,,,
jamezz-kimbrough,Jamezz Kimbrough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,28.0,0.0,0.0,1.0,28.0,1.0,,,,,,,,,,
jeremiah-taylor,Jeremiah Taylor,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,0.0,0.0,8.0,2.0,,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,,
jerrime-neal,Jerrime Neal,WR,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0
joe-golden,Joe Golden,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
