player_id,player_name,positions,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
alex-gravatt,Alex Gravatt,P,,,,1.0,1.0,,,,,,1.0,,18.0,14.0
andrew-meshnick,Andrew Meshnick,P,,1.0,1.0,10.0,8.0,,1.0,1.0,,,10.0,2.0,84.0,43.0
anthony-gutowsky,Anthony Gutowsky,P,1.0,,,12.0,8.0,,3.0,,,,9.0,1.0,226.0,1.0
biz-schlaefer,Biz Schlaefer,P,,,,1.0,2.0,,,1.0,,,2.0,,-2.0,13.0
brandon-matis,Brandon Matis,P,,1.0,,4.0,4.0,,,,,,4.0,,73.0,20.0
bret-bergmeier,Bret Bergmeier,P,4.0,,,14.0,13.0,,2.0,1.0,2.0,,13.0,,203.0,172.0
bryan-vohnoutka,Bryan Vohnoutka,P,1.0,1.0,,30.0,26.0,1.0,3.0,4.0,,,27.0,1.0,301.0,117.0
cameron-lacy,Cameron Lacy,P,1.0,,,5.0,6.0,,,,,8.0,6.0,,13.0,60.0
colin-berry,Colin Berry,P,3.0,1.0,,11.0,9.0,,,,1.0,,12.0,3.0,124.0,75.0
daniel-garlock,Daniel Garlock,P,1.0,,,17.0,22.0,,,2.0,,,22.0,,95.0,197.0
david-nester,David Nester,P,,,,11.0,6.0,,5.0,,,,6.0,,206.0,24.0
dylan-declerck,Dylan DeClerck,P,,1.0,,10.0,4.0,,6.0,1.0,,,4.0,,212.0,29.0
eric-blais,Eric Blais,P,,,,7.0,6.0,,,2.0,,6.0,7.0,1.0,72.0,45.0
henry-goldenberg,Henry Goldenberg,P,,,,37.0,38.0,,1.0,1.0,,,44.0,6.0,180.0,164.0
jacob-wham,Jacob Wham,P,4.0,1.0,,15.0,12.0,,,,2.0,,14.0,2.0,173.0,99.0
jake-carrico,Jake Carrico,P,1.0,2.0,,6.0,7.0,,1.0,,,,7.0,,67.0,73.0
james-kittlesen,James Kittlesen,P,1.0,,,3.0,3.0,,,,,,3.0,,45.0,11.0
joe-leibforth,Joe Leibforth,P,1.0,3.0,,1.0,3.0,,,1.0,,,3.0,,18.0,36.0
jordan-taylor,Jordan Taylor,P,1.0,,,16.0,11.0,,4.0,1.0,,,13.0,2.0,236.0,121.0
josh-klane,Josh Klane,P,1.0,,,26.0,21.0,,,,1.0,,25.0,3.0,12.0,134.0
joshua-wilson,Joshua Wilson,P,2.0,,,14.0,20.0,1.0,1.0,2.0,1.0,,20.0,,56.0,153.0
kai-delorenzo,Kai DeLorenzo,P,2.0,2.0,,18.0,18.0,,1.0,1.0,1.0,8.0,21.0,3.0,162.0,164.0
luke-marks,Luke Marks,P,2.0,,,9.0,10.0,,1.0,2.0,2.0,7.0,10.0,,114.0,134.0
mac-weber,Mac Weber,P,1.0,,,20.0,21.0,,1.0,1.0,1.0,,22.0,1.0,43.0,191.0
marco-dregni,Marco Dregni,P,,,,15.0,13.0,,2.0,2.0,,,14.0,1.0,156.0,102.0
matt-grinde,Matt Grinde,P,,,,1.0,,,1.0,,,,,,6.0,
michael-jordan,Michael Jordan,P,,1.0,,10.0,8.0,,2.0,1.0,,,8.0,,137.0,20.0
mickey-walsh,Mickey Walsh,P,1.0,1.0,,9.0,8.0,,2.0,3.0,,,8.0,,102.0,93.0
paul-krenik,Paul Krenik,P,1.0,3.0,,10.0,11.0,,,1.0,,,11.0,,69.0,62.0
sam-berglund,Sam Berglund,P,5.0,1.0,,15.0,23.0,,,,3.0,14.0,24.0,1.0,10.0,304.0
sam-stark,Sam Stark,P,,,,12.0,10.0,,2.0,2.0,1.0,,10.0,,135.0,91.0
sebastian-brauer,Sebastian Brauer,P,,,,6.0,4.0,,,1.0,,4.0,5.0,1.0,17.0,26.0
tanner-barcus,Tanner Barcus,P,,2.0,,8.0,8.0,,,2.0,,,8.0,,22.0,61.0
ted-schewe,Ted Schewe,P,1.0,,,21.0,18.0,,,1.0,,,21.0,3.0,89.0,188.0
thomas-coolidge,Thomas Coolidge,P,,,,9.0,11.0,,,1.0,1.0,,11.0,,96.0,75.0
tristan-van-de-moortele,Tristan Van de Moortele,P,2.0,,,40.0,42.0,,3.0,3.0,,,42.0,,244.0,208.0
tyler-thomegreene,Tyler Thomegreene,P,,,,17.0,18.0,,,,,,19.0,1.0,38.0,57.0
victor-luo,Victor Luo,P,2.0,,,34.0,35.0,,1.0,,,,36.0,1.0,65.0,201.0
will-casperson,Will Casperson,P,,2.0,,8.0,10.0,,,,,,10.0,,-9.0,70.0
william-brandt,William Brandt,P/QB,3.0,,,36.0,51.0,,,1.0,1.0,,51.0,,3.0,289.0
