player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-gqamane,A Gqamane,,,,,,,,6.0,0.0,0.0,12.0,0.0,0.0,,1.0
ak-markram,AK Markram,,23.0,1.0,0.0,4.0,23.0,1.0,24.0,0.0,0.0,21.0,2.0,0.0,,1.0
am-rossington,AM Rossington,,12.0,4.0,0.0,1.0,20.0,0.0,,,,,,,,1.0
ba-carse,BA Carse,,,,,,,,24.0,0.0,0.0,29.0,2.0,1.0,1.0,1.0
bc-fortuin,BC Fortuin,,17.0,1.0,1.0,8.0,14.0,0.0,24.0,1.0,0.0,20.0,3.0,0.0,,1.0
c-bosch,C Bosch,,29.0,0.0,0.0,3.0,20.0,0.0,,,,,,,,1.0
codi-yusuf,Codi Yusuf,,13.0,0.0,1.0,9.0,12.0,0.0,20.0,0.0,0.0,24.0,0.0,0.0,,1.0
da-miller,DA Miller,,9.0,1.0,0.0,6.0,10.0,0.0,,,,,,,,1.0
ejg-morgan,EJG Morgan,,5.0,0.0,0.0,5.0,2.0,0.0,,,,,,,,1.0
evan-jones,Evan Jones,,11.0,0.0,0.0,7.0,11.0,0.0,18.0,0.0,0.0,32.0,0.0,1.0,,1.0
j-hermann,J Hermann,,39.0,3.0,0.0,2.0,43.0,2.0,,,,,,,,1.0
jc-buttler,JC Buttler,,9.0,2.0,0.0,2.0,12.0,0.0,,,,,,,,1.0
jj-roy,JJ Roy,,6.0,1.0,0.0,1.0,6.0,0.0,,,,,,,,1.0
jm-cox,JM Cox,,1.0,0.0,0.0,6.0,0.0,0.0,,,,,,,2.0,1.0
l-ngidi,L Ngidi,,,,,,,,24.0,0.0,0.0,31.0,2.0,3.0,,1.0
m-jansen,M Jansen,,22.0,1.0,1.0,7.0,21.0,1.0,18.0,0.0,0.0,19.0,0.0,1.0,2.0,1.0
re-van-der-merwe,RE van der Merwe,,,,,,,,24.0,0.0,0.0,21.0,2.0,0.0,,1.0
sj-erwee,SJ Erwee,,1.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,1.0
ssb-magala,SSB Magala,,,,,,,,24.0,0.0,0.0,15.0,1.0,0.0,,1.0
t-shamsi,T Shamsi,,,,,,,,24.0,0.0,0.0,22.0,0.0,0.0,1.0,1.0
t-stubbs,T Stubbs,,12.0,0.0,1.0,5.0,18.0,1.0,,,,,,,,1.0
wj-lubbe,WJ Lubbe,,21.0,2.0,0.0,4.0,28.0,1.0,,,,,,,,1.0
