player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
adam-bighill,Adam Bighill,LB,,,,0.0,,,,,,,,,,0.0,4.0
anthony-federico,Anthony Federico,DE/DB,,,,0.0,,,,,,,,,,0.0,0.0
bailey-feltmate,Bailey Feltmate,LB,,,,0.0,,,,,,,,,,0.0,0.0
brady-oliveira,Brady OLIVEIRA,RB,,,,0.0,,,,,0.0,0.0,0.0,0.0,46.0,0.0,2.0
bralon-addison,Bralon ADDISON,WR,,,,,,,,,0.0,20.0,1.0,,,,
brandon-alexander,Brandon Alexander,DB,,,,0.0,,,,,,,,,,0.0,6.0
casey-sayles,Casey Sayles,DT/DB,,,,0.0,,,,,,,,,,0.0,2.0
chris-edwards,Chris Edwards,LB/DB,,,,0.0,,,,,,,,,,0.0,2.0
dalton-schoen,Dalton SCHOEN,WR,,,,,,,,,0.0,110.0,8.0,,,,
deatrick-nichols,Deatrick Nichols,DB/CB,,,,0.0,,,,,,,,,,0.0,3.0
demerio-houston,Demerio Houston,DB,,,,0.0,,,,,,,,,,0.0,6.0
drew-wolitarsky,Drew WOLITARSKY,WR,,,,,,,,,0.0,21.0,1.0,,,,
evan-holm,Evan Holm,DB,,,,1.0,,,,,,,,,,0.0,4.0
gordon-whyte,Gordon Whyte,LS,,,,0.0,,,,,,,,,,0.0,0.0
ham-dst,HAM DST,DST,,,,,,,,23.0,,,,,,2.0,
ham-k,HAM K,K,3.0,67.0,,,,,,,,,,,,,
ham-qb,HAM QB,QB,,,1.0,,,1.0,236.0,,,,,,23.0,,
jake-thomas,Jake Thomas,DT/DB,,,,0.0,,,,,,,,,,0.0,4.0
jamal-parker,Jamal Parker,DB,,,,0.0,,,,,,,,,,0.0,0.0
jameer-thurman,Jameer Thurman,LB/DB,,,,0.0,,,,,,,,,,0.0,2.0
james-butler,James BUTLER,RB,,,,,,,,,0.0,0.0,1.0,1.0,82.0,,
javien-elliott,Javien Elliott,DB,,,,0.0,,,,,,,,,,0.0,2.0
johnny-augustine,Johnny AUGUSTINE,RB,,,,0.0,,,,,,,,,,0.0,0.0
kenny-lawler,Kenny Lawler,WR,,,,0.0,,,,,1.0,41.0,3.0,,,0.0,1.0
kiondre-smith,Kiondre SMITH,WR,,,,,,,,,0.0,14.0,1.0,,,,
kyrie-wilson,Kyrie Wilson,LB,,,,0.0,,,,,,,,,,1.0,4.0
malik-carney,Malik Carney,DE/DB,,,,1.0,,,,,,,,,,0.0,2.0
marc-liegghio,Marc LIEGGHIO,K,3.0,67.0,,,,,,,,,,,,,
nic-demski,Nic DEMSKI,WR,,,,,,,,,1.0,137.0,6.0,0.0,3.0,,
nick-hallett,Nick Hallett,DB,,,,0.0,,,,,,,,,,0.0,0.0
omar-bayless,Omar Bayless,WR,,,,,,,,,0.0,49.0,4.0,,,,
rasheed-bailey,Rasheed Bailey,WR,,,,,,,,,0.0,35.0,3.0,0.0,23.0,,
redha-kramdi,Redha Kramdi,LB/DB,,,,0.0,,,,,,,,,,1.0,4.0
ricky-walker,Ricky Walker,DT/DB,,,,0.0,,,,,,,,,,0.0,4.0
sergio-castillo,Sergio CASTILLO,K,3.0,22.0,,,1.0,,,,,,,,,,
simoni-lawrence,Simoni Lawrence,LB,,,,0.0,,,,,,,,,,0.0,8.0
stavros-katsantonis,Stavros Katsantonis,DB,,,,1.0,,,,,,,,,,1.0,6.0
terry-godwin-ii,Terry Godwin II,WR,,,,,,,,,1.0,61.0,4.0,,,,
tim-white,Tim White,WR,,,,0.0,,,,,0.0,55.0,5.0,0.0,52.0,0.0,1.0
wpg-dst,WPG DST,DST,,,,,,,,29.0,,,,,,3.0,
wpg-k,WPG K,K,3.0,22.0,,,1.0,,,,,,,,,,
wpg-qb,WPG QB,QB,,,3.0,,,2.0,344.0,,,,,1.0,5.0,,
winston-rose,Winston Rose,DB,,,,0.0,,,,,,,,,,0.0,6.0
zach-collaros,Zach COLLAROS,QB,,,3.0,,,2.0,344.0,,,,,1.0,5.0,,
