player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
aja-wilson,A'ja Wilson,,1.0,2.0,8.0,,,,0.643,14.0,9.0,1.0,0.667,3.0,2.0,27.05,,26.0,20.0,8.0,,
alysha-clark,Alysha Clark,,1.0,,4.0,,1.0,,0.333,3.0,1.0,4.0,,,,26.6,,7.0,2.0,4.0,,
brianna-turner,Brianna Turner,,1.0,1.0,9.0,,,,0.25,4.0,1.0,2.0,,,,24.5,,-28.0,2.0,9.0,1.0,1.0
brittney-griner,Brittney Griner,F,1.0,,4.0,,,,0.667,9.0,6.0,1.0,0.5,2.0,1.0,23.833333333333332,2.0,-23.0,13.0,6.0,,2.0
cayla-george,Cayla George,,,,4.0,0.25,4.0,1.0,0.2,5.0,1.0,,,,,15.733333333333333,1.0,10.0,3.0,5.0,,
chelsea-gray,Chelsea Gray,G,11.0,1.0,5.0,0.75,4.0,3.0,0.583,12.0,7.0,,0.8,5.0,4.0,32.416666666666664,1.0,32.0,21.0,6.0,1.0,1.0
diana-taurasi,Diana Taurasi,,6.0,,1.0,0.167,6.0,1.0,0.273,11.0,3.0,3.0,1.0,4.0,4.0,23.2,,-16.0,11.0,1.0,,
jackie-young,Jackie Young,G,6.0,,3.0,0.5,4.0,2.0,0.692,13.0,9.0,2.0,0.5,6.0,3.0,30.416666666666668,,25.0,23.0,3.0,,
jennie-simms,Jennie Simms,,,,1.0,,,,,,,,1.0,2.0,2.0,5.866666666666667,,1.0,2.0,1.0,,
kadi-sissoko,Kadi Sissoko,,,,3.0,,,,,1.0,,,,,,5.866666666666667,1.0,1.0,,4.0,,
kelsey-plum,Kelsey Plum,G,4.0,,4.0,0.167,6.0,1.0,0.4,15.0,6.0,2.0,1.0,4.0,4.0,30.2,1.0,16.0,17.0,5.0,1.0,2.0
kiah-stokes,Kiah Stokes,,1.0,,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,19.316666666666666,,23.0,7.0,4.0,,
kierstan-bell,Kierstan Bell,,,,,0.25,4.0,1.0,0.143,7.0,1.0,3.0,,,,14.95,,-7.0,3.0,,1.0,
megan-gustafson,Megan Gustafson,,,1.0,5.0,1.0,1.0,1.0,0.5,2.0,1.0,3.0,,,,12.816666666666666,,-5.0,3.0,5.0,,2.0
michaela-onyenwere,Michaela Onyenwere,,,,,0.333,3.0,1.0,0.538,13.0,7.0,2.0,1.0,3.0,3.0,23.283333333333335,2.0,4.0,18.0,2.0,1.0,
moriah-jefferson,Moriah Jefferson,,1.0,,1.0,0.5,2.0,1.0,0.364,11.0,4.0,2.0,,,,23.983333333333334,1.0,-21.0,9.0,2.0,,2.0
shey-peddy,Shey Peddy,,1.0,,1.0,0.5,4.0,2.0,0.429,7.0,3.0,1.0,0.667,3.0,2.0,12.766666666666667,1.0,-10.0,10.0,2.0,1.0,
sophie-cunningham,Sophie Cunningham,,1.0,,2.0,,3.0,,0.143,7.0,1.0,2.0,,,,26.866666666666667,,-22.0,2.0,2.0,,1.0
sug-sutton,Sug Sutton,G,4.0,,3.0,,,,0.2,5.0,1.0,3.0,,,,17.016666666666666,1.0,-11.0,2.0,4.0,,1.0
sydney-colson,Sydney Colson,,,,,,1.0,,,1.0,,,1.0,2.0,2.0,3.3166666666666664,,-2.0,2.0,,,
