player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
ad-russell,AD Russell,,11.0,0.0,0.0,8.0,10.0,1.0,18.0,0.0,0.0,28.0,2.0,2.0,,1.0
aj-hosein,AJ Hosein,,12.0,1.0,0.0,6.0,12.0,0.0,24.0,0.0,0.0,21.0,0.0,0.0,1.0,1.0
as-joseph,AS Joseph,,,,,,,,12.0,0.0,0.0,17.0,1.0,0.0,,1.0
ali-khan,Ali Khan,,5.0,1.0,0.0,10.0,6.0,0.0,24.0,0.0,0.0,40.0,1.0,5.0,,1.0
cak-walton,CAK Walton,,3.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,1.0
dj-bravo,DJ Bravo,,4.0,0.0,0.0,7.0,1.0,0.0,24.0,0.0,0.0,31.0,2.0,1.0,,1.0
f-du-plessis,F du Plessis,,36.0,8.0,0.0,1.0,57.0,1.0,,,,,,,1.0,1.0
j-charles,J Charles,,31.0,1.0,0.0,2.0,37.0,3.0,,,,,,,1.0,1.0
jc-carmichael,JC Carmichael,,4.0,0.0,1.0,11.0,1.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,,1.0
k-pierre,K Pierre,,,,,,,,23.0,0.0,0.0,20.0,4.0,0.0,1.0,1.0
ka-pollard,KA Pollard,,15.0,3.0,0.0,5.0,34.0,3.0,,,,,,,1.0,1.0
m-deyal,M Deyal,,19.0,4.0,0.0,1.0,33.0,2.0,,,,,,,,1.0
mj-guptill,MJ Guptill,,8.0,1.0,0.0,2.0,7.0,0.0,,,,,,,,1.0
mckenny-clarke,McKenny Clarke,,,,,,,,6.0,0.0,0.0,11.0,0.0,2.0,1.0,1.0
n-pooran,N Pooran,,5.0,0.0,0.0,4.0,0.0,0.0,,,,,,,2.0,1.0
p-hatzoglou,P Hatzoglou,,,,,,,,18.0,0.0,0.0,15.0,1.0,0.0,1.0,1.0
pbb-rajapaksa,PBB Rajapaksa,,21.0,1.0,0.0,3.0,15.0,0.0,,,,,,,1.0,1.0
rl-chase,RL Chase,,2.0,0.0,0.0,6.0,1.0,0.0,12.0,0.0,0.0,13.0,2.0,0.0,,1.0
rs-primus,RS Primus,,6.0,0.0,1.0,5.0,3.0,0.0,,,,,,,,1.0
sc-williams,SC Williams,,1.0,1.0,1.0,7.0,4.0,0.0,,,,,,,,1.0
sp-narine,SP Narine,,3.0,0.0,0.0,9.0,1.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,,1.0
sikandar-raza,Sikandar Raza,,23.0,2.0,0.0,4.0,32.0,2.0,18.0,0.0,0.0,31.0,2.0,0.0,,1.0
