player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
austin-reed,Austin Reed,QB,,,1.0,,,3.0,134.0,,,,,0.0,27.0,
baylor-cupp,Baylor Cupp,TE,,,,,,,,,0.0,1.0,1.0,,,
cam-camper,Cam Camper,WR,,,,,,,,,0.0,54.0,3.0,,,
chris-rowland,Chris Rowland,WR,,,,,,,,,0.0,91.0,9.0,,,
colton-theaker,Colton Theaker,K,3.0,31.0,,,,,,,,,,,,
dallas-renegades-dst,DALLAS RENEGADES DST,DST/K,3.0,31.0,,0.0,,,,31.0,,,,,,0.0
dallas-renegades-qb,DALLAS RENEGADES QB,QB,,,1.0,,,3.0,134.0,,,,,0.0,32.0,
denzel-mims,Denzel Mims,WR,,,,,,,,,0.0,0.0,0.0,,,
drake-stoops,Drake Stoops,WR,,,,,,,,,0.0,28.0,2.0,,,
elijah-dotson,Elijah Dotson,RB,,,,,,,,,,,,0.0,8.0,
elijhah-badger,Elijhah Badger,WR,,,,,,,,,0.0,39.0,4.0,,,
ellis-merriweather,Ellis Merriweather,RB,,,,,,,,,0.0,3.0,1.0,0.0,76.0,
emmanuel-butler,Emmanuel Butler,WR,,,,,,,,,2.0,21.0,3.0,,,
greg-ward,Greg Ward,WR,,,,,,,,,0.0,13.0,1.0,,,
jack-plummer,Jack Plummer,QB,,,0.0,,,0.0,238.0,,,,,2.0,70.0,
jashaun-corbin,Jashaun Corbin,RB,,,,,,,,,0.0,25.0,3.0,1.0,36.0,
kj-hamler,KJ Hamler,WR,,,,,,,,,0.0,15.0,3.0,1.0,7.0,
lorenzo-lingard,Lorenzo Lingard,RB,,,,,,,,,,,,0.0,33.0,
luke-lehnen,Luke Lehnen,QB,,,,,,,,,,,,0.0,5.0,
michael-lantz,Michael Lantz,K,4.0,43.0,,,2.0,,,,,,,,,
orlando-storm-dst,ORLANDO STORM DST,DST,,,,1.0,,,,24.0,,,,,,2.0
orlando-storm-k,ORLANDO STORM K,K,4.0,43.0,,,2.0,,,,,,,,,
orlando-storm-qb,ORLANDO STORM QB,QB,,,0.0,,,0.0,238.0,,,,,2.0,70.0,
sam-wiglusz,Sam Wiglusz,WR,,,,,,,,,0.0,7.0,1.0,,,
seth-green,Seth Green,TE,,,,,,,,,1.0,55.0,2.0,,,
shawn-bowman,Shawn Bowman,TE,,,,,,,,,0.0,7.0,1.0,,,
tre-stewart,Tre Stewart,RB,,,,,,,,,,,,0.0,8.0,
tyler-vaughns,Tyler Vaughns,WR,,,,,,,,,0.0,13.0,2.0,,,
