player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
r-dravid,R Dravid,,19.0,2.0,1.0,1.0,9.0,0.0,,,,,,,1.0
sl-malinga,SL Malinga,,,,,,,,10.0,0.0,0.0,7.0,0.0,0.0,1.0
sr-tendulkar,SR Tendulkar,,3.0,0.0,1.0,2.0,2.0,0.0,,,,,,,1.0
wpujc-vaas,WPUJC Vaas,,,,,,,,12.0,1.0,0.0,4.0,0.0,0.0,1.0
