player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
ats-silva,ATS Silva,,,,,,,,6.0,0.0,0.0,6.0,0.0,0.0,,1.0
aina-najwa,Aina Najwa,,1.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,1.0
ainna-hamizah-hashim,Ainna Hamizah Hashim,,10.0,0.0,0.0,1.0,4.0,0.0,,,,,,,,1.0
aisya-eleesa,Aisya Eleesa,,1.0,0.0,0.0,8.0,0.0,0.0,,,,,,,1.0,1.0
er-oza,ER Oza,,8.0,1.0,0.0,1.0,12.0,1.0,,,,,,,,1.0
h-hotchandani,H Hotchandani,,,,,,,,12.0,0.0,0.0,6.0,1.0,0.0,,1.0
kc-thompson,KC Thompson,,,,,,,,12.0,0.0,0.0,7.0,4.0,1.0,,1.0
l-keny,L Keny,,12.0,3.0,1.0,3.0,16.0,0.0,,,,,,,,1.0
md-botha,MD Botha,,,,,,,,12.0,0.0,0.0,11.0,2.0,0.0,,1.0
mahirah-izzati-ismail,Mahirah Izzati Ismail,,1.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,19.0,0.0,1.0,1.0,1.0
mas-elysa,Mas Elysa,,17.0,0.0,0.0,5.0,16.0,1.0,,,,,,,,1.0
nazatul-hidayah-husna,Nazatul Hidayah Husna,,1.0,0.0,1.0,9.0,1.0,0.0,,,,,,,,1.0
nur-dania-syuhada,Nur Dania Syuhada,,,,,,,,12.0,0.0,0.0,6.0,0.0,0.0,,1.0
nur-izzatul-syafiqa,Nur Izzatul Syafiqa,,5.0,0.0,1.0,7.0,5.0,0.0,,,,,,,,1.0
siow-tzin-yee,Siow Tzin Yee,,4.0,0.0,0.0,2.0,2.0,0.0,,,,,,,,1.0
suabika-manivannan,Suabika Manivannan,,,,,,,,6.0,0.0,0.0,8.0,0.0,1.0,,1.0
theertha-satish,Theertha Satish,,7.0,0.0,1.0,2.0,3.0,0.0,,,,,,,5.0,1.0
ucka-dona,UCKA Dona,,,,,,,,,,,,,,1.0,1.0
wan-julia,Wan Julia,,2.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,1.0
