player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,kr_avg,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
aakiel-greer,Aakiel Greer,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,40.0,0.0,0.0,0.0,62.0,4.0,,,,,,,,,,
adam-kruse,Adam Kruse,QB,,400.0,,,,,,,,,,,,0.0,,,,,,,,,20.0,8.0,40.0,9.0,0.0,51.0,0.0,0.0,73.0,0.0,9.0,9.0,0.0,0.0,0.0,9.0,1.0,,3.0,3.0,0.0,1.0,0.0,0.0,3.0,,
ammon-lakip,Ammon Lakip,K,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrew-volmar,Andrew Volmar,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
angelo-grose,Angelo Grose,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
byron-edwards,BYRON EDWARDS,WR,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,2.0
brandon-lombana,Brandon Lombana,WR,,,,,,,,,,,,,,,1.0,,,,,7.0,0.0,7.0,,,,,,,,,,,-5.0,0.0,0.0,0.0,0.0,-9.0,2.0,0.0,,,,,,,,,
caden-campoileti,Caden Campoileti,,0.0,,1.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
dalton-cole,Dalton Cole,QB,,476.0,,,,,,,,,,,,2.0,,,,,,,,,21.0,10.0,35.0,12.0,0.0,65.0,0.0,3.0,117.0,0.0,,,,,,,,,6.0,21.0,0.0,4.0,0.0,0.0,22.0,,
donovan-ollie,Donovan Ollie,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,35.0,35.0,0.0,0.0,1.0,35.0,1.0,,,,,,,,,0.0,1.0
