player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
aki-jokela,Aki Jokela,,0.0,1.0,1.0,3.0,9.0
christian-tourrette,Christian Tourrette,,1.0,1.0,0.0,9.0,3.0
jari-häkkinen,Jari Häkkinen,,0.0,1.0,1.0,3.0,9.0
kimmo-aalto,Kimmo Aalto,,0.0,1.0,1.0,3.0,9.0
laurent-dehais,Laurent Dehais,,1.0,1.0,0.0,9.0,3.0
mathieu-chauveau,Mathieu Chauveau,,1.0,1.0,0.0,9.0,3.0
olli-rissanen,Olli Rissanen,,0.0,1.0,1.0,3.0,9.0
pekka-jantti,Pekka Jantti,,0.0,1.0,1.0,3.0,9.0
philippe-therias,Philippe Therias,,1.0,1.0,0.0,9.0,3.0
stephane-koenig,Stephane Koenig,,1.0,1.0,0.0,9.0,3.0
