player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
alex-thorne,Alex Thorne,P,,,23.0,29.0,,,,1.0,,,33.0,4.0,-52.0,181.0
andres-rodriguez,Andres Rodriguez,P,,,6.0,4.0,1.0,1.0,,,,,5.0,1.0,35.0,16.0
antoine-davis,Antoine Davis,P,,1.0,4.0,4.0,,1.0,,,,,4.0,,47.0,-9.0
ben-jagt,Ben Jagt,P,1.0,1.0,9.0,8.0,,2.0,1.0,,12.0,,10.0,1.0,91.0,32.0
ben-katz,Ben Katz,P,1.0,2.0,2.0,8.0,,,2.0,,,,8.0,,4.0,17.0
brandon-pastor,Brandon Pastor,P,,,7.0,6.0,,,,,,,6.0,,56.0,21.0
bretton-tan,Bretton Tan,P,,,2.0,1.0,,1.0,,,,,1.0,,24.0,5.0
cj-colicchio,CJ Colicchio,P,1.0,,15.0,13.0,,1.0,1.0,,,,14.0,1.0,244.0,80.0
charles-weinberg,Charles Weinberg,P,1.0,2.0,19.0,18.0,1.0,,,,,,20.0,2.0,188.0,-38.0
dmitry-suvorov,Dmitry Suvorov,P,,,2.0,1.0,,1.0,,,,,1.0,,10.0,-7.0
elliott-chartock,Elliott Chartock,P,2.0,,30.0,35.0,,1.0,1.0,2.0,,,37.0,2.0,-100.0,311.0
eric-nardelli,Eric Nardelli,P,,,6.0,5.0,,,,,,,6.0,1.0,35.0,19.0
eric-witmer,Eric Witmer,P,,1.0,2.0,1.0,,1.0,,,,,1.0,,14.0,6.0
ethan-fortin,Ethan Fortin,P,1.0,,21.0,20.0,,,,,,1.0,23.0,3.0,-32.0,121.0
greg-martin,Greg Martin,P,,,7.0,5.0,,1.0,,,,,6.0,1.0,54.0,-35.0
jack-williams,Jack Williams,P,3.0,,20.0,20.0,,2.0,,,,,20.0,,116.0,132.0
james-pollard,James Pollard,P,2.0,2.0,8.0,7.0,1.0,,1.0,3.0,2.0,,8.0,1.0,41.0,136.0
jeff-babbitt,Jeff Babbitt,P,,,15.0,14.0,,,,,,,15.0,,166.0,-12.0
jeff-holm,Jeff Holm,P,,2.0,17.0,18.0,,,1.0,,,,20.0,2.0,77.0,62.0
john-lithio,John Lithio,P,1.0,,23.0,23.0,,,2.0,1.0,,,23.0,,179.0,59.0
john-randolph,John Randolph,P,4.0,1.0,11.0,10.0,,,,1.0,,,11.0,,31.0,117.0
jordan-rhyne,Jordan Rhyne,P,1.0,1.0,23.0,28.0,,,1.0,,,,33.0,3.0,50.0,170.0
justin-keller,Justin Keller,P,,,7.0,6.0,,,,,,,7.0,1.0,-5.0,32.0
kainoa-chun-moy,Kainoa Chun Moy,P,,1.0,4.0,3.0,,1.0,1.0,,,,4.0,1.0,44.0,24.0
leo-warren,Leo Warren,P,,1.0,9.0,10.0,1.0,,,,1.0,,14.0,4.0,12.0,48.0
marques-brownlee,Marques Brownlee,P,,,6.0,4.0,1.0,2.0,1.0,,2.0,,4.0,,31.0,-1.0
matt-hanna,Matt Hanna,P,,2.0,5.0,4.0,,,1.0,,,,5.0,1.0,54.0,-7.0
matt-stevens,Matt Stevens,P,,,4.0,3.0,,,,,,,4.0,1.0,49.0,-12.0
max-trifillis,Max Trifillis,P,1.0,,2.0,3.0,,1.0,,,,,3.0,,91.0,21.0
mike-campanella,Mike Campanella,P,,,1.0,2.0,,,,,,,2.0,,11.0,9.0
mike-drost,Mike Drost,P,,1.0,6.0,7.0,,1.0,1.0,,,,7.0,,-3.0,54.0
oliver-chartock,Oliver Chartock,P,,,16.0,17.0,1.0,1.0,1.0,,,,18.0,1.0,91.0,95.0
oscar-kohut,Oscar Kohut,P,1.0,1.0,9.0,7.0,,,,,4.0,,9.0,2.0,68.0,42.0
paul-owens,Paul Owens,P,1.0,,5.0,7.0,,,,,3.0,,7.0,,7.0,12.0
ryan-drost,Ryan Drost,P,,1.0,6.0,5.0,,1.0,,,,,5.0,,42.0,14.0
ryan-osgar,Ryan Osgar,P,1.0,,20.0,15.0,,5.0,2.0,1.0,,,16.0,1.0,225.0,38.0
sean-mott,Sean Mott,P,1.0,,10.0,9.0,,1.0,1.0,,,,10.0,1.0,145.0,28.0
solomon-rueschemeyer-bailey,Solomon Rueschemeyer-Bailey,P,1.0,1.0,35.0,38.0,,,1.0,,,,39.0,1.0,-17.0,247.0
