player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
aaliyah-edwards,Aaliyah Edwards,F,1.0,3.0,2.0,,,,0.75,4.0,3.0,4.0,0.75,4.0,3.0,18.2,,-3.0,9.0,2.0,,
alanna-smith,Alanna Smith,F,1.0,1.0,8.0,0.25,4.0,1.0,0.4,10.0,4.0,4.0,1.0,3.0,3.0,33.31666666666667,,6.0,12.0,8.0,,1.0
ariel-atkins,Ariel Atkins,,2.0,1.0,3.0,0.25,4.0,1.0,0.273,11.0,3.0,2.0,1.0,5.0,5.0,30.5,,-11.0,12.0,3.0,,3.0
bridget-carleton,Bridget Carleton,,2.0,,3.0,,4.0,,0.333,6.0,2.0,3.0,,,,28.85,1.0,16.0,4.0,4.0,,1.0
brittney-sykes,Brittney Sykes,W,3.0,,4.0,0.333,3.0,1.0,0.333,12.0,4.0,1.0,0.5,4.0,2.0,22.0,,-10.0,11.0,4.0,,1.0
cecilia-zandalasini,Cecilia Zandalasini,,,,1.0,,1.0,,0.4,5.0,2.0,1.0,,1.0,,13.25,,2.0,4.0,1.0,,1.0
courtney-williams,Courtney Williams,G,5.0,,4.0,0.667,3.0,2.0,0.429,14.0,6.0,5.0,,,,25.683333333333334,,14.0,14.0,4.0,1.0,2.0
diamond-miller,Diamond Miller,,,,3.0,,1.0,,0.333,3.0,1.0,1.0,,,,12.35,,-4.0,2.0,3.0,2.0,
dorka-juhasz,Dorka JuhÃ¡sz,,1.0,,3.0,1.0,1.0,1.0,0.4,5.0,2.0,,1.0,2.0,2.0,12.883333333333333,,6.0,7.0,3.0,,1.0
jade-melbourne,Jade Melbourne,,,1.0,,0.667,3.0,2.0,0.8,5.0,4.0,1.0,,,,9.233333333333333,,6.0,10.0,,,1.0
julie-vanloo,Julie Vanloo,,2.0,,2.0,,3.0,,,4.0,,2.0,,,,14.75,,-4.0,,2.0,3.0,2.0
karlie-samuelson,Karlie Samuelson,,1.0,,3.0,0.25,4.0,1.0,0.375,8.0,3.0,1.0,,,,29.183333333333334,,-9.0,7.0,3.0,1.0,1.0
kayla-mcbride,Kayla McBride,,3.0,,2.0,0.25,8.0,2.0,0.2,10.0,2.0,2.0,0.857,7.0,6.0,29.05,2.0,11.0,12.0,4.0,4.0,2.0
myisha-hines-allen,Myisha Hines-Allen,,3.0,,2.0,,1.0,,,2.0,,2.0,1.0,2.0,2.0,16.416666666666668,,-5.0,2.0,2.0,1.0,1.0
napheesa-collier,Napheesa Collier,F,4.0,,11.0,0.333,3.0,1.0,0.462,13.0,6.0,2.0,0.667,6.0,4.0,30.283333333333335,1.0,7.0,17.0,12.0,2.0,2.0
natisha-hiedeman,Natisha Hiedeman,G,,,1.0,1.0,1.0,1.0,0.75,4.0,3.0,,,,,14.316666666666666,,-3.0,7.0,1.0,,3.0
shakira-austin,Shakira Austin,F,2.0,,7.0,,1.0,,0.444,9.0,4.0,4.0,0.25,4.0,1.0,19.766666666666666,3.0,-1.0,9.0,10.0,3.0,3.0
shatori-walker-kimbrough,Shatori Walker-Kimbrough,,1.0,,,,1.0,,0.333,3.0,1.0,,,,,14.866666666666667,,-8.0,2.0,,,1.0
stefanie-dolson,Stefanie Dolson,,4.0,,6.0,0.4,5.0,2.0,0.333,6.0,2.0,1.0,,,,25.033333333333335,,-10.0,6.0,6.0,,3.0
