player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
ben-ashton,Ben Ashton,P,1.0,1.0,3.0,3.0,,,,,,,4.0,1.0,78.0,28.0
braden-eberhard,Braden Eberhard,P,,,3.0,4.0,,,,,,,4.0,,9.0,20.0
brandon-fein,Brandon Fein,P,,1.0,8.0,8.0,,,,,13.0,,9.0,,95.0,41.0
chad-yorgason,Chad Yorgason,P,2.0,,5.0,7.0,,,,,,,8.0,,46.0,58.0
chris-lung,Chris Lung,P,5.0,1.0,30.0,35.0,1.0,,,3.0,,,40.0,5.0,194.0,454.0
conor-bauman,Conor Bauman,P,1.0,1.0,3.0,3.0,,1.0,,,7.0,,3.0,,-17.0,27.0
devon-terry,Devon Terry,P,,1.0,5.0,3.0,,2.0,,,,,3.0,,39.0,16.0
dylan-nice,Dylan Nice,P,,,1.0,1.0,,,,,,,1.0,,8.0,-6.0
elijah-jaime,Elijah Jaime,P,1.0,,12.0,9.0,1.0,2.0,,,,,10.0,1.0,159.0,67.0
eugene-lheureux,Eugene L\'Heureux,P,2.0,,11.0,16.0,,,1.0,1.0,13.0,,18.0,2.0,53.0,167.0
evan-magsig,Evan  Magsig,P,3.0,,35.0,43.0,,1.0,5.0,1.0,,,45.0,2.0,104.0,395.0
everett-saunders,Everett Saunders,P,1.0,,7.0,7.0,,,,1.0,,,9.0,2.0,-4.0,101.0
grant-lindsley,Grant Lindsley,P,1.0,,13.0,11.0,1.0,1.0,1.0,2.0,,,13.0,2.0,89.0,149.0
jace-duennebeil,Jace Duennebeil,P,1.0,1.0,12.0,8.0,1.0,3.0,,,,,9.0,1.0,133.0,-13.0
jackson-de-campos,Jackson de Campos,P,,,3.0,4.0,,,1.0,,,1.0,4.0,3.0,18.0,17.0
jacob-miller,Jacob Miller,P,1.0,1.0,26.0,24.0,,3.0,3.0,,,,26.0,2.0,127.0,158.0
jonny-hoffman,Jonny Hoffman,P,,2.0,4.0,4.0,,,,,,,4.0,,45.0,2.0
jordan-kerr,Jordan Kerr,P,5.0,,32.0,29.0,,5.0,1.0,1.0,,,31.0,1.0,208.0,164.0
keenan-laurence,Keenan Laurence,P,1.0,,18.0,10.0,1.0,6.0,,,,,11.0,1.0,433.0,76.0
kyle-johnson,Kyle Johnson,P,1.0,,10.0,9.0,,,,1.0,,,10.0,1.0,63.0,98.0
kyle-weinberg,Kyle Weinberg,P,,1.0,10.0,9.0,,,2.0,,1.0,,11.0,1.0,122.0,77.0
luke-yorgason,Luke Yorgason,P,,2.0,22.0,26.0,1.0,1.0,1.0,,,,29.0,2.0,76.0,156.0
mac-hecht,Mac Hecht,P,7.0,1.0,51.0,56.0,,1.0,6.0,7.0,,,59.0,3.0,337.0,678.0
matthew-burke,Matthew Burke,P,,,2.0,2.0,1.0,,1.0,,,,2.0,,15.0,2.0
max-williams,Max Williams,P,,1.0,5.0,4.0,,1.0,1.0,,,,4.0,,181.0,19.0
mckay-yorgason,McKay Yorgason,P,3.0,1.0,41.0,43.0,1.0,1.0,6.0,,,,43.0,,119.0,216.0
morgan-sommer,Morgan Sommer,P,,,3.0,4.0,,,,,,,4.0,,21.0,19.0
munis-thahir,Munis Thahir,P,,,4.0,4.0,,,,,,,4.0,,16.0,18.0
nathan-huff,Nathan Huff,P,,,3.0,3.0,,,,,,,3.0,,9.0,-3.0
patrick-xu,Patrick Xu,P,,,2.0,2.0,,,,,,,2.0,1.0,76.0,-5.0
porter-oyler,Porter Oyler,P,,,,,,,,,4.0,,,,,
raekwon-adkins,Raekwon Adkins,P,2.0,1.0,14.0,8.0,,4.0,,,,,10.0,,182.0,-10.0
rafael-castro,Rafael Castro,P,,,1.0,,1.0,1.0,,,,,,,64.0,
ray-mendoza,Ray Mendoza,P,,2.0,3.0,3.0,,,1.0,,,,3.0,,13.0,4.0
robin-vickers-batzdorf,Robin Vickers Batzdorf,P,,,6.0,8.0,,,,,3.0,,8.0,,-8.0,9.0
sean-connole,Sean Connole,P,3.0,,19.0,26.0,,,2.0,1.0,,,28.0,1.0,171.0,230.0
tony-mounga,Tony Mounga,P,,,5.0,3.0,,2.0,,,,,3.0,,55.0,28.0
walker-frankenberg,Walker Frankenberg,P,1.0,,20.0,17.0,,5.0,2.0,,,,17.0,3.0,251.0,111.0
will-selfridge,Will Selfridge,P,,,9.0,7.0,,1.0,,,,,7.0,,87.0,-7.0
wyatt-berreman,Wyatt Berreman,P,1.0,,1.0,1.0,,1.0,,,,,1.0,,11.0,3.0
