player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
aj-merriman,AJ Merriman,P,,2.0,5.0,8.0,,,,1.0,15.0,9.0,1.0,64.0,82.0
adam-odonnell,Adam O\'Donnell,P,2.0,,37.0,43.0,,2.0,1.0,,,45.0,1.0,58.0,312.0
alexandre-fall,Alexandre Fall,P,2.0,1.0,6.0,4.0,,2.0,,,,4.0,,170.0,10.0
andrew-roy,Andrew Roy,MPO/P,4.0,1.0,29.0,40.0,,,3.0,1.0,,40.0,,121.0,392.0
brandon-lamberty,Brandon Lamberty,P,1.0,1.0,12.0,12.0,,2.0,4.0,1.0,5.0,13.0,,44.0,101.0
colin-mclaughlin,Colin McLaughlin,P,,,6.0,5.0,,1.0,1.0,,,5.0,,105.0,4.0
daniel-wong,Daniel Wong,P,,,8.0,9.0,,,,,,9.0,,32.0,60.0
dax-miller,Dax Miller,P,,,6.0,5.0,,1.0,,,,6.0,1.0,80.0,16.0
griffin-mckee,Griffin McKee,P,,,25.0,23.0,1.0,2.0,1.0,,,23.0,,246.0,21.0
isaac-lee,Isaac Lee,P,,,4.0,7.0,,,2.0,1.0,,7.0,,-4.0,85.0
jacques-nissen,Jacques Nissen,P,1.0,,16.0,20.0,,1.0,1.0,,,20.0,,90.0,175.0
james-lewis,James Lewis,P,3.0,,23.0,19.0,,2.0,1.0,1.0,,21.0,1.0,311.0,148.0
james-mcclean,James McClean,P,,,4.0,4.0,,,,,,4.0,,-21.0,9.0
jared-morrow,Jared Morrow,P,,,1.0,1.0,,,1.0,,3.0,1.0,,3.0,9.0
jeff-wodatch,Jeff Wodatch,P,3.0,,15.0,13.0,,2.0,1.0,,,13.0,,200.0,69.0
joe-merrill,Joe Merrill,P,1.0,1.0,5.0,5.0,,,1.0,,,5.0,,49.0,36.0
jonny-malks,Jonny Malks,P,1.0,,27.0,29.0,,2.0,2.0,,,30.0,1.0,234.0,246.0
keith-mcrae,Keith McRae,P,1.0,,20.0,16.0,1.0,2.0,,1.0,,18.0,2.0,187.0,68.0
kelvin-huang,Kelvin Huang,P,,1.0,3.0,3.0,,,,,,3.0,,58.0,
kevin-healey,Kevin Healey,P,1.0,,10.0,8.0,,2.0,4.0,,,8.0,,149.0,56.0
kevin-jay,Kevin Jay,P,,,5.0,7.0,,,,,,7.0,,11.0,47.0
luc-comire,Luc Comire,P,4.0,2.0,48.0,60.0,1.0,1.0,5.0,1.0,,62.0,2.0,104.0,487.0
marcus-thaw,Marcus Thaw,P,2.0,,9.0,9.0,,1.0,,1.0,3.0,9.0,,-2.0,109.0
mike-mackenzie,Mike Mackenzie,P,2.0,1.0,23.0,18.0,,3.0,3.0,1.0,7.0,20.0,2.0,228.0,169.0
oren-binnun,Oren Binnun,P,,,4.0,3.0,,1.0,,,,3.0,,24.0,4.0
oscar-stonehouse,Oscar Stonehouse,P,,1.0,4.0,3.0,,1.0,,1.0,2.0,3.0,,36.0,64.0
owen-robinson,Owen Robinson,P,,,7.0,9.0,,,,,,10.0,1.0,11.0,75.0
rami-paust,Rami Paust,P,,,10.0,8.0,,,1.0,,,10.0,2.0,15.0,58.0
rhys-bergeron,Rhys Bergeron,P,1.0,,6.0,5.0,,1.0,1.0,,,5.0,,61.0,6.0
rowan-mcdonnell,Rowan McDonnell,P,3.0,,23.0,20.0,,2.0,1.0,1.0,,21.0,1.0,128.0,173.0
rui-carvalho,Rui Carvalho,P,,,6.0,5.0,,,,1.0,,6.0,1.0,-4.0,60.0
ryan-poloz,Ryan Poloz,P,,,30.0,28.0,,1.0,,,,33.0,4.0,187.0,148.0
thomas-edmonds,Thomas Edmonds,P,3.0,1.0,19.0,18.0,,1.0,1.0,1.0,,18.0,,168.0,166.0
travis-puckrin,Travis Puckrin,P,1.0,,7.0,7.0,,,,,,7.0,,78.0,38.0
troy-holland,Troy Holland,P,,1.0,7.0,6.0,1.0,2.0,,,,7.0,1.0,63.0,62.0
tyler-monroe,Tyler Monroe,P,,,30.0,28.0,,3.0,4.0,,,28.0,,258.0,146.0
wilkie-lewis,Wilkie Lewis,P,4.0,,34.0,32.0,,1.0,2.0,,,32.0,,210.0,213.0
zachary-armstrong,Zachary Armstrong,P,,,4.0,4.0,,,1.0,,6.0,4.0,,101.0,-7.0
