player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,safeties,tackles
aaron-dilworth,Aaron Dilworth,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,29.0,0.0,1.0,78.0,6.0,,,,,,,,,
andre-thomas-cobb,Andre Thomas-Cobb,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,12.0,0.0,0.0,22.0,2.0,,,,,,,,,
chris-elmore,Chris  Elmore,RB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
darin-hungerford,Darin Hungerford,LB,2.0,,0.0,1.0,0.0,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0
darrin-primes,Darrin Primes,LB,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
dawandrick-crockett,Dawandrick Crockett,DB,1.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
dion-kuinlan,Dion Kuinlan,DB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0
donyai-dixon,Donyai Dixon,DB,2.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
duke-williams,Duke Williams,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,13.0,0.0,2.0,43.0,5.0,,,,,,,,,
ed-smith-jr,Ed Smith Jr.,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,0.0,0.0,15.0,1.0,,,,,,,,,
evan-lewandowski,Evan Lewandowski,QB,,500.0,,,,,,,,,,,0.0,,,,,,,,,22.0,11.0,11.0,21.0,11.0,98.0,0.0,2.0,91.0,124.0,0.0,,,,,,,2.0,4.0,5.0,0.0,0.0,8.0,,,
jahlil-brown,Jahlil Brown,DB,1.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
jo-el-shaw,Jo-El Shaw,RB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,13.0,20.0,0.0,1.0,50.0,4.0,0.0,2.0,3.0,0.0,0.0,-1.0,0.0,0.0,1.0
john-williams,John Williams,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,21.0,0.0,0.0,37.0,3.0,,,,,,,,,
joshua-hollins,Joshua Hollins,QB,,630.0,,,,,,,,,,,0.0,,,,,,,,,27.0,17.0,10.0,29.0,12.0,127.0,2.0,4.0,148.0,211.0,7.0,,,,,,,2.0,12.0,11.0,1.0,1.0,24.0,,,
josue-hernandez,Josue Hernandez,K,,,,,,,2.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kavon-samuels,Kavon Samuels,RB,,,,,,,,,,,,,,3.0,,,,24.0,26.0,0.0,72.0,,,,,,,,,,,,16.0,16.0,0.0,0.0,16.0,1.0,,,,,,,,,
kaytron-allen,Kaytron Allen,DB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0
kentrell-pierce,Kentrell Pierce,LB,3.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0
kenttwon-brown,Kenttwon Brown,WR,,,,,,,,,,,,,,1.0,,,,28.0,28.0,0.0,28.0,,,,,,,,,,,,5.0,5.0,0.0,0.0,5.0,1.0,,,,,,,,,
kerry-starks,Kerry Starks,LB,2.0,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.0,4.0
king-mwikuta,King Mwikuta,DL,0.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,1.0,,,,7.0,7.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
kyle-jarvis,Kyle Jarvis,DL,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
lovell-armstead,Lovell Armstead,RB,,,,,,,,,,,,,,1.0,,,,12.0,12.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
mustafa-majeed,Mustafa Majeed,DB,1.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
neriyan-brown,Neriyan Brown,DB,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
noah-hambrick,Noah Hambrick,DB,2.0,,0.0,0.0,2.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0
patrick-mcsweeney,Patrick Mcsweeney,WR,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,14.0,17.0,0.0,2.0,56.0,4.0,,,,,,,0.0,0.0,1.0
stanley-williams,Stanley Williams,RB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,4.0,,,,15.0,18.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
stephen-matina,Stephen Matina,DL,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
stephen-nagbe-jr,Stephen Nagbe Jr,DL,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
team-stat,Team Stat,ATH,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
tevin-shipp,Tevin Shipp,LB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
tracy-brooks,Tracy Brooks,RB,,,,,,,,,,,,,,2.0,,,,16.0,30.0,0.0,33.0,,,,,,,,,,,,13.0,13.0,0.0,0.0,13.0,1.0,5.0,13.0,15.0,0.0,4.0,76.0,,,
travis-taylor,Travis Taylor,DL,5.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,2.0
victor-leventritt,Victor Leventritt,K,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
