player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
b-muzarabani,B Muzarabani,,,,,,,,6.0,0.0,1.0,8.0,0.0,1.0,1.0
cak-walton,CAK Walton,,2.0,0.0,1.0,3.0,1.0,0.0,,,,,,,1.0
m-deyal,M Deyal,,2.0,0.0,1.0,2.0,2.0,0.0,,,,,,,1.0
mj-guptill,MJ Guptill,,15.0,2.0,0.0,1.0,11.0,0.0,,,,,,,1.0
ss-cottrell,SS Cottrell,,,,,,,,12.0,0.0,0.0,10.0,1.0,2.0,1.0
