player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
a-perera,A Perera,,23.0,2.0,1.0,1.0,28.0,0.0,,,,,,,,1.0
ai-chudasama,AI Chudasama,,,,,,,,12.0,0.0,0.0,11.0,0.0,0.0,,1.0
amarpal-kaur,Amarpal Kaur,,19.0,0.0,1.0,2.0,12.0,0.0,12.0,0.0,0.0,9.0,2.0,1.0,1.0,1.0
d-dhingra,D Dhingra,,18.0,0.0,0.0,1.0,15.0,0.0,,,,,,,,1.0
e-claridge,E Claridge,,9.0,1.0,0.0,3.0,11.0,0.0,,,,,,,,1.0
g-kodali,G Kodali,,,,,,,,6.0,0.0,0.0,7.0,0.0,0.0,,1.0
gc-bhogle,GC Bhogle,,12.0,0.0,0.0,2.0,9.0,0.0,,,,,,,,1.0
habeeba-bader,Habeeba Bader,,,,,,,,,,,,,,1.0,1.0
i-goordial-john,I Goordial-John,,,,,,,,12.0,0.0,0.0,12.0,0.0,0.0,,1.0
im-vaghela,IM Vaghela,,,,,,,,6.0,0.0,0.0,15.0,0.0,5.0,,1.0
m-hundal,M Hundal,,,,,,,,6.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0
ritu-singh,Ritu Singh,,2.0,0.0,1.0,4.0,1.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0,,1.0
ta-lavia,TA Lavia,,,,,,,,12.0,0.0,0.0,15.0,0.0,1.0,,1.0
tg-norris,TG Norris,,1.0,0.0,1.0,5.0,2.0,0.0,6.0,0.0,0.0,8.0,0.0,1.0,,1.0
