player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
aaron-peterschmidt,Aaron Peterschmidt,P,,,4.0,3.0,,,,,,3.0,,19.0,33.0
andrew-padula,Andrew Padula,P,,2.0,8.0,9.0,,,1.0,,,9.0,,58.0,67.0
austin-kelly,Austin Kelly,P,2.0,,24.0,21.0,,,1.0,1.0,,26.0,,74.0,206.0
brandon-van-deusen,Brandon Van Deusen,P,2.0,,44.0,49.0,,2.0,1.0,,,50.0,,191.0,367.0
brian-stout,Brian Stout,P,,3.0,3.0,3.0,1.0,2.0,,,,3.0,1.0,19.0,24.0
chris-cogswell,Chris Cogswell,P,,1.0,4.0,2.0,1.0,,,,,3.0,1.0,31.0,6.0
chris-mazur,Chris Mazur,P,2.0,,13.0,18.0,,,,,9.0,21.0,1.0,77.0,95.0
conner-stillwell,Conner Stillwell,P,1.0,,4.0,2.0,,2.0,,,,2.0,,75.0,19.0
cy-toriello,Cy Toriello,P,1.0,,2.0,2.0,,,,,,2.0,,7.0,19.0
daniel-brunker,Daniel Brunker,P,2.0,,30.0,25.0,,4.0,1.0,,,26.0,1.0,168.0,139.0
eddie-finley,Eddie Finley,P,,,2.0,2.0,,,,,,2.0,,33.0,-6.0
everest-shapiro,Everest Shapiro,P,1.0,1.0,17.0,14.0,1.0,2.0,2.0,,,15.0,1.0,173.0,87.0
genichi-nakano,Genichi Nakano,P,,2.0,1.0,1.0,,1.0,,,,1.0,,4.0,19.0
ian-lawson,Ian Lawson,P,,1.0,1.0,1.0,,1.0,,,,2.0,,2.0,-1.0
jared-johnson,JARED JOHNSON,FB/P/RB,1.0,,23.0,36.0,,2.0,2.0,,,37.0,1.0,69.0,194.0
jason-vallee,Jason Vallee,P,,,4.0,3.0,,1.0,,,,3.0,,54.0,26.0
jon-snyder,Jon Snyder,P,2.0,,46.0,54.0,1.0,1.0,4.0,1.0,,54.0,3.0,78.0,394.0
jonathan-lee,Jonathan Lee,P,1.0,,5.0,6.0,,,1.0,,,6.0,1.0,31.0,36.0
joshua-moore,Joshua Moore,WR/P,,,3.0,5.0,,2.0,1.0,,,5.0,1.0,33.0,38.0
kyle-hancock,Kyle Hancock,P,,1.0,2.0,2.0,,,,,,4.0,2.0,31.0,2.0
lukas-ambrose,Lukas Ambrose,P,1.0,3.0,6.0,7.0,,1.0,1.0,1.0,,7.0,,109.0,47.0
marcel-osborne,Marcel Osborne,P,2.0,,28.0,25.0,,2.0,3.0,1.0,,26.0,1.0,262.0,212.0
matt-miller,Matt Miller,P,,,4.0,6.0,,,1.0,,,6.0,,-6.0,38.0
mitchell-steiner,Mitchell Steiner,P,1.0,1.0,11.0,9.0,,,,,5.0,12.0,3.0,74.0,64.0
nate-kirchhofer,Nate Kirchhofer,P,,,2.0,2.0,,,,,7.0,4.0,2.0,-5.0,23.0
nate-knutson,Nate Knutson,P,,1.0,,,,,,,,,,,
nate-ransom,Nate Ransom,P,,,10.0,9.0,,,,,,10.0,1.0,-27.0,71.0
patrick-buermeyer,Patrick Buermeyer,P,,,,,,,,,2.0,,,,
pawel-janas,Pawel Janas,P,6.0,1.0,46.0,56.0,,1.0,4.0,,,59.0,3.0,157.0,291.0
quinn-buermeyer,Quinn Buermeyer,P,1.0,,13.0,10.0,2.0,,1.0,,,10.0,,186.0,-25.0
raphy-hayes,Raphy Hayes,P,3.0,,44.0,40.0,1.0,3.0,,5.0,,43.0,3.0,377.0,441.0
sam-cook,Sam Cook,P,,,13.0,11.0,,2.0,2.0,,,11.0,,142.0,40.0
sam-franer,Sam Franer,P,,1.0,31.0,29.0,1.0,,3.0,,,31.0,2.0,236.0,162.0
scott-radlauer,Scott Radlauer,P,,,5.0,4.0,,,,,13.0,5.0,1.0,66.0,12.0
sean-mcdougall,Sean McDougall,P,2.0,,20.0,18.0,,2.0,2.0,,,18.0,,149.0,106.0
spencer-latarski,Spencer Latarski,P,,,2.0,2.0,,,,,2.0,3.0,1.0,4.0,25.0
zac-schakner,Zac Schakner,P,,,3.0,2.0,,1.0,1.0,,,2.0,,37.0,8.0
