player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
akwasi-owusu-ansah,Akwasi Owusu-Ansah,DB,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alden-darby,Alden Darby,LB/DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrew-harris,Andrew Harris,RB,,,,,,,,,,,,,,,,4.0,2.0,3.0,,4.0,4.0,,,,,,9.0,11.0,,32.0,,,,,,,,,,
armanti-edwards,Armanti Edwards,WR,,,,,,,,,,,,,,,,10.0,6.0,8.0,,17.0,40.0,,,,,,,,,,,,,,,,,,,
brandon-alexander,Brandon Alexander,DB,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cassius-vaughn,Cassius Vaughn,DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chris-givens,Chris Givens,WR,,,,,,,,,,,,,,,,11.0,4.0,5.0,,21.0,41.0,34.0,5.0,,,110.0,,,,,,,,,,,,,,
chris-randle,Chris Randle,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clarence-denmark,Clarence Denmark,WR,,,,,,,,,,,,,,,,12.0,3.0,4.0,,-2.0,20.0,,,,,,,,,,,,,,,,,,,
cody-fajardo,Cody FAJARDO,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,13.0,1.0,23.0,,6.0,1.0,1.0,,,,,,
cory-johnson,Cory Johnson,DT/DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dan-lefevour,Dan LeFevour,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,,12.0,2.0,2.0,,,,,,
devier-posey,DeVier Posey,WR,,,,,,,,,,,,,,,,55.0,5.0,5.0,,53.0,128.0,,,,,,,,,,,,,,,,,,,
declan-cross,Declan Cross,FB/RB,,,,,,,,,,,,,,,,19.0,4.0,5.0,1.0,24.0,41.0,,,,,,,,,,1.0,6.0,,1.0,,,,,,
derek-jones,Derek Jones,DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dylan-wynn,Dylan Wynn,DT/DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faith-ekakitie,Faith Ekakitie,DT/DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ian-wild,Ian Wild,LB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jackson-jeffcoat,Jackson Jeffcoat,DE/DB,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jake-thomas,Jake Thomas,DT/DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
james-wilder-jr,James Wilder Jr.,RB,,,,2.0,2.0,,,,,,,,,,,30.0,7.0,8.0,,80.0,85.0,,,,,,18.0,14.0,2.0,112.0,,12.0,2.0,2.0,,,,,,
