player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
chan-ka-man,Chan Ka Man,,,,,,,,24.0,0.0,0.0,17.0,0.0,0.0,,1.0
fatima-amir,Fatima Amir,,,,,,,,18.0,0.0,0.0,11.0,0.0,3.0,,1.0
haliam-kwon,Haliam Kwon,,7.0,0.0,1.0,9.0,4.0,0.0,,,,,,,,1.0
hiu-ying-cheung,Hiu Ying Cheung,,,,,,,,,,,,,,2.0,1.0
hyejin-park,Hyejin Park,,14.0,2.0,0.0,6.0,13.0,0.0,12.0,0.0,0.0,13.0,0.0,6.0,,1.0
jeon-myeong,Jeon Myeong,,,,,,,,12.0,0.0,1.0,18.0,1.0,0.0,,1.0
jiyeon-park,Jiyeon Park,,25.0,1.0,1.0,5.0,12.0,0.0,24.0,0.0,1.0,22.0,0.0,0.0,,1.0
jiyeon-park-2,Jiyeon Park (2),,1.0,0.0,0.0,8.0,0.0,0.0,,,,,,,,1.0
kim-rang,Kim Rang,,7.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,1.0,36.0,1.0,0.0,,1.0
lee-ra,Lee Ra,,1.0,0.0,0.0,7.0,1.0,0.0,,,,,,,,1.0
m-bibi,M Bibi,,,,,,,,24.0,0.0,0.0,12.0,0.0,1.0,,1.0
m-hill,M Hill,,54.0,2.0,1.0,2.0,60.0,2.0,,,,,,,,1.0
m-wai-siu,M Wai Siu,,,,,,,,24.0,0.0,0.0,11.0,4.0,1.0,1.0,1.0
nt-miles,NT Miles,,38.0,3.0,0.0,1.0,31.0,0.0,,,,,,,,1.0
ruchitha-venkatesh,Ruchitha Venkatesh,,,,,,,,6.0,0.0,0.0,7.0,0.0,1.0,,1.0
seri-chang,Seri Chang,,2.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,28.0,0.0,9.0,,1.0
seungmin-song,Seungmin Song,,33.0,3.0,0.0,3.0,21.0,0.0,24.0,0.0,1.0,27.0,0.0,2.0,,1.0
shanzeen-shahzad,Shanzeen Shahzad,,26.0,3.0,0.0,3.0,26.0,0.0,,,,,,,,1.0
sinae-kim,Sinae Kim,,30.0,2.0,0.0,4.0,13.0,0.0,,,,,,,1.0,1.0
wk-lai,WK Lai,,,,,,,,24.0,0.0,0.0,18.0,2.0,2.0,,1.0
y-daswani,Y Daswani,,6.0,0.0,1.0,4.0,5.0,0.0,,,,,,,,1.0
