player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
alois-genner,Alois Genner,,1.0,1.0,0.0,9.0,6.0
christian-tourrette,Christian Tourrette,,0.0,1.0,1.0,6.0,9.0
gernot-higatzberger,Gernot Higatzberger,,1.0,1.0,0.0,9.0,6.0
hubert-gründhammer,Hubert Gründhammer,,1.0,1.0,0.0,9.0,6.0
laurent-dehais,Laurent Dehais,,0.0,1.0,1.0,6.0,9.0
markus-stefan,Markus Stefan,,1.0,1.0,0.0,9.0,6.0
mathieu-chauveau,Mathieu Chauveau,,0.0,1.0,1.0,6.0,9.0
peter-kramlinger,Peter Kramlinger,,1.0,1.0,0.0,9.0,6.0
philippe-therias,Philippe Therias,,0.0,1.0,1.0,6.0,9.0
stephane-koenig,Stephane Koenig,,0.0,1.0,1.0,6.0,9.0
