player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
ad-durr,AD Durr,,2.0,,1.0,,2.0,,0.333,9.0,3.0,1.0,1.0,1.0,1.0,16.1,1.0,-11.0,7.0,2.0,,2.0
allisha-gray,Allisha Gray,G,1.0,,5.0,0.5,2.0,1.0,0.429,14.0,6.0,2.0,1.0,4.0,4.0,30.783333333333335,,-37.0,17.0,5.0,,2.0
betnijah-laney-hamilton,Betnijah Laney-Hamilton,,3.0,,1.0,,1.0,,0.75,4.0,3.0,2.0,0.75,4.0,3.0,26.416666666666668,1.0,4.0,9.0,2.0,,1.0
breanna-stewart,Breanna Stewart,W,1.0,4.0,8.0,0.667,6.0,4.0,0.412,17.0,7.0,3.0,1.0,7.0,7.0,29.783333333333335,1.0,25.0,25.0,9.0,1.0,1.0
cheyenne-parker-tyus,Cheyenne Parker-Tyus,,2.0,1.0,6.0,0.333,3.0,1.0,0.444,9.0,4.0,2.0,0.75,4.0,3.0,24.5,1.0,-21.0,12.0,7.0,,3.0
courtney-vandersloot,Courtney Vandersloot,,11.0,1.0,2.0,,1.0,,0.4,5.0,2.0,1.0,1.0,2.0,2.0,29.116666666666667,,10.0,6.0,2.0,1.0,3.0
haley-jones,Haley Jones,,5.0,1.0,6.0,1.0,1.0,1.0,0.429,7.0,3.0,4.0,,,,27.716666666666665,,4.0,7.0,6.0,,3.0
han-xu,Han Xu,,,,1.0,,,,0.5,2.0,1.0,,,,,4.0,,,2.0,1.0,1.0,
jocelyn-willoughby,Jocelyn Willoughby,,,,,,,,,,,,,,,3.05,,,,,,
jonquel-jones,Jonquel Jones,,3.0,2.0,6.0,0.333,3.0,1.0,0.4,10.0,4.0,4.0,1.0,2.0,2.0,20.566666666666666,2.0,23.0,11.0,8.0,,2.0
kayla-thornton,Kayla Thornton,,,,1.0,1.0,1.0,1.0,0.4,5.0,2.0,1.0,1.0,1.0,1.0,17.566666666666666,1.0,20.0,6.0,2.0,1.0,
laeticia-amihere,Laeticia Amihere,,,1.0,,,,,1.0,3.0,3.0,2.0,0.4,5.0,2.0,10.416666666666666,,9.0,8.0,,,
marine-johannes,Marine Johannes,,1.0,,1.0,,3.0,,0.375,8.0,3.0,2.0,,,,15.25,1.0,9.0,6.0,2.0,3.0,
monique-billings,Monique Billings,F,1.0,,3.0,,,,0.333,3.0,1.0,,,,,8.383333333333333,,-11.0,2.0,3.0,,3.0
naz-hillmon,Naz Hillmon,F,1.0,,2.0,,,,0.5,2.0,1.0,4.0,,,,24.533333333333335,2.0,-26.0,2.0,4.0,1.0,1.0
nia-coffey,Nia Coffey,,2.0,,4.0,0.5,2.0,1.0,0.6,5.0,3.0,4.0,,1.0,,22.016666666666666,1.0,-4.0,7.0,5.0,1.0,2.0
nyara-sabally,Nyara Sabally,,,2.0,4.0,,1.0,,0.25,4.0,1.0,3.0,,,,11.766666666666667,3.0,-9.0,2.0,7.0,,
rhyne-howard,Rhyne Howard,W,2.0,,2.0,0.429,7.0,3.0,0.333,12.0,4.0,2.0,0.571,7.0,4.0,30.133333333333333,,-23.0,15.0,2.0,1.0,1.0
sabrina-ionescu,Sabrina Ionescu,,4.0,,4.0,0.615,13.0,8.0,0.556,18.0,10.0,1.0,0.9,10.0,9.0,34.63333333333333,,26.0,37.0,4.0,2.0,2.0
stefanie-dolson,Stefanie Dolson,,,,,,1.0,,0.5,2.0,1.0,4.0,,,,7.85,,7.0,2.0,,,1.0
taylor-mikesell,Taylor Mikesell,,1.0,,,0.667,3.0,2.0,0.667,3.0,2.0,,,,,5.416666666666667,,5.0,6.0,,,
