player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
aerial-powers,Aerial Powers,,3.0,,4.0,0.25,4.0,1.0,0.273,11.0,3.0,,,,,23.283333333333335,,-27.0,7.0,4.0,2.0,2.0
breanna-stewart,Breanna Stewart,W,5.0,1.0,7.0,0.5,8.0,4.0,0.65,20.0,13.0,2.0,0.75,4.0,3.0,31.333333333333332,1.0,22.0,33.0,8.0,2.0,
briann-january,Briann January,,,1.0,,,2.0,,0.25,4.0,1.0,,,,,12.933333333333334,,-6.0,2.0,,,2.0
bridget-carleton,Bridget Carleton,,1.0,,2.0,0.333,3.0,1.0,0.25,4.0,1.0,2.0,0.5,2.0,1.0,16.833333333333332,,8.0,4.0,2.0,1.0,1.0
epiphanny-prince,Epiphanny Prince,,2.0,,2.0,,3.0,,,3.0,,1.0,,,,13.033333333333333,,-10.0,,2.0,2.0,1.0
ezi-magbegor,Ezi Magbegor,F,1.0,,3.0,,,,0.4,5.0,2.0,2.0,,1.0,,16.3,1.0,-4.0,4.0,4.0,1.0,1.0
gabby-williams,Gabby Williams,,4.0,,5.0,0.333,3.0,1.0,0.667,9.0,6.0,2.0,,,,31.15,1.0,13.0,13.0,6.0,3.0,3.0
jantel-lavender,Jantel Lavender,,,,2.0,,,,0.25,4.0,1.0,,,,,8.666666666666666,,-10.0,2.0,2.0,,
jessica-shepard,Jessica Shepard,,1.0,,4.0,,1.0,,0.571,7.0,4.0,3.0,,1.0,,25.033333333333335,1.0,-27.0,8.0,5.0,,1.0
jewell-loyd,Jewell Loyd,,5.0,,,0.667,3.0,2.0,0.429,14.0,6.0,2.0,1.0,3.0,3.0,32.016666666666666,,17.0,17.0,,1.0,2.0
kayla-mcbride,Kayla McBride,,2.0,,2.0,0.333,3.0,1.0,0.333,6.0,2.0,,,,,21.983333333333334,,-16.0,5.0,2.0,,2.0
lindsay-allen,Lindsay Allen,,3.0,,1.0,0.333,3.0,1.0,0.667,6.0,4.0,,1.0,2.0,2.0,18.633333333333333,,4.0,11.0,1.0,,1.0
moriah-jefferson,Moriah Jefferson,,5.0,,,,2.0,,0.286,7.0,2.0,1.0,1.0,2.0,2.0,21.366666666666667,,-16.0,6.0,,1.0,1.0
natalie-achonwa,Natalie Achonwa,,6.0,,5.0,,,,0.5,4.0,2.0,1.0,1.0,1.0,1.0,17.9,,11.0,5.0,5.0,1.0,1.0
nikolina-milic,Nikolina Milic,,,,3.0,,1.0,,0.75,8.0,6.0,2.0,1.0,1.0,1.0,14.966666666666667,3.0,15.0,13.0,6.0,,3.0
rachel-banham,Rachel Banham,G,3.0,1.0,2.0,0.4,5.0,2.0,0.333,6.0,2.0,,,,,17.9,,11.0,6.0,2.0,,1.0
stephanie-talbot,Stephanie Talbot,,1.0,,1.0,,,,,,,,0.667,3.0,2.0,4.483333333333333,,1.0,2.0,1.0,,
sue-bird,Sue Bird,,6.0,1.0,4.0,0.6,5.0,3.0,0.556,9.0,5.0,,,,,26.383333333333333,,21.0,13.0,4.0,,2.0
sylvia-fowles,Sylvia Fowles,,1.0,2.0,5.0,,,,0.6,10.0,6.0,1.0,,,,22.1,1.0,-23.0,12.0,6.0,1.0,2.0
tina-charles,Tina Charles,,4.0,,6.0,1.0,1.0,1.0,0.5,2.0,1.0,4.0,,,,23.7,,16.0,3.0,6.0,,
