player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-gardner,A Gardner,,13.0,1.0,0.0,4.0,22.0,2.0,12.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0
a-sutherland,A Sutherland,,8.0,2.0,0.0,5.0,14.0,0.0,24.0,0.0,0.0,46.0,0.0,0.0,1.0,1.0
bl-mooney,BL Mooney,,35.0,6.0,0.0,1.0,44.0,0.0,,,,,,,,1.0
d-hemalatha,D Hemalatha,,7.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,1.0
djs-dottin,DJS Dottin,,10.0,2.0,0.0,5.0,24.0,2.0,24.0,0.0,0.0,37.0,2.0,2.0,1.0,1.0
h-deol,H Deol,,49.0,9.0,1.0,3.0,70.0,1.0,,,,,,,,1.0
ji-rodrigues,JI Rodrigues,,8.0,0.0,0.0,4.0,4.0,0.0,,,,,,,1.0,1.0
jl-jonassen,JL Jonassen,,10.0,1.0,0.0,3.0,9.0,0.0,21.0,0.0,0.0,38.0,2.0,0.0,,1.0
ks-gautam,KS Gautam,,3.0,0.0,1.0,7.0,9.0,1.0,18.0,0.0,0.0,32.0,0.0,0.0,,1.0
m-kapp,M Kapp,,9.0,1.0,1.0,6.0,7.0,0.0,24.0,1.0,0.0,29.0,0.0,1.0,,1.0
m-mani,M Mani,,,,,,,,12.0,0.0,0.0,15.0,1.0,0.0,1.0,1.0
mm-lanning,MM Lanning,,57.0,15.0,0.0,1.0,92.0,1.0,,,,,,,1.0,1.0
meghna-singh,Meghna Singh,,,,,,,,24.0,0.0,0.0,35.0,3.0,0.0,,1.0
p-litchfield,P Litchfield,,1.0,0.0,0.0,6.0,0.0,0.0,,,,,,,1.0,1.0
priya-mishra,Priya Mishra,,,,,,,,18.0,0.0,0.0,21.0,0.0,0.0,,1.0
s-pandey,S Pandey,,,,,,,,24.0,0.0,0.0,31.0,2.0,1.0,,1.0
sj-bryce,SJ Bryce,,1.0,0.0,1.0,7.0,6.0,1.0,,,,,,,,1.0
shafali-verma,Shafali Verma,,27.0,3.0,0.0,2.0,40.0,3.0,,,,,,,1.0,1.0
tp-kanwar,TP Kanwar,,,,,,,,24.0,0.0,0.0,31.0,0.0,0.0,,1.0
tr-sadhu,TR Sadhu,,,,,,,,12.0,0.0,1.0,17.0,0.0,2.0,,1.0
