player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
adrian-greene,Adrian Greene,DB,,,,0.0,,,,,,,,,,0.0,0.0
alexander-hollins,Alexander HOLLINS,WR,,,,,,,,,2.0,88.0,5.0,,,,
austin-mack,Austin Mack,WR,,,,,,,,,1.0,143.0,7.0,,,,
bc-dst,BC DST,DST,,,,,,,,25.0,,,,,,5.0,
bc-k,BC K,K,4.0,72.0,,,,,,,,,,,,,
bc-qb,BC QB,QB,,,,,,3.0,306.0,,,,,,54.0,,
ben-hladik,Ben Hladik,LB,,,,0.0,,,,,,,,,,1.0,3.0
boseko-lokombo,Boseko Lokombo,LB,,,,0.0,,,,,,,,,,0.0,5.0
caleb-evans,Caleb EVANS,QB,,,0.0,,,0.0,5.0,,,,,0.0,1.0,,
ciante-evans,Ciante Evans,DB,,,,0.0,,,,,,,,,,0.0,1.0
cody-fajardo,Cody FAJARDO,QB,,,2.0,,,1.0,308.0,,,,,0.0,36.0,,
cole-spieker,Cole SPIEKER,WR,,,,,,,,,0.0,51.0,3.0,,,,
david-cote,David Côté,K,,121.0,,0.0,1.0,,,,,,,,,0.0,0.0
david-dallaire,David DALLAIRE,FB/RB,,,,0.0,,,,,,,,,,0.0,0.0
david-menard,David Menard,DL/DB,,,,0.0,,,,,,,,,,0.0,1.0
emmanuel-rugamba,Emmanuel Rugamba,DB,,,,0.0,,,,,,,,,,0.0,3.0
frederic-chagnon,Frederic Chagnon,LB,,,,0.0,,,,,,,,,,0.0,6.0
garry-peters,Garry Peters,DB,,,,0.0,,,,,,,,,,0.0,1.0
greg-ellingson,Greg Ellingson,WR,,,,,,,,,0.0,10.0,1.0,,,,
james-tuck,James Tuck,FB,,,,,,,,,0.0,21.0,2.0,,,,
jeshrun-antwi,Jeshrun ANTWI,RB,,,,,,,,,0.0,11.0,1.0,0.0,58.0,,
jevon-cottoy,Jevon COTTOY,WR,,,,,,,,,0.0,45.0,4.0,,,,
josh-woods,Josh Woods,LB,,,,0.0,,,,,,,,,,0.0,1.0
justin-mcinnis,Justin MCINNIS,WR,,,,,,,,,0.0,55.0,4.0,,,,
kabion-ento,Kabion Ento,DB,,,,0.0,,,,,,,,,,0.0,5.0
keon-hatcher,Keon HATCHER,WR,,,,,,,,,1.0,56.0,5.0,,,,
kordell-rodgers,Kordell Rodgers,DB,,,,0.0,,,,,,,,,,0.0,4.0
lucky-whitehead,Lucky Whitehead,WR,,,,,,,,,0.0,59.0,2.0,,,,
mtl-dst,MTL DST,DST,,,,,,,,34.0,,,,,,0.0,
mtl-k,MTL K,K,,121.0,,,1.0,,,,,,,,,,
mtl-qb,MTL QB,QB,,,1.0,,,1.0,337.0,,,,,,36.0,,
marcus-sayles,Marcus Sayles,DB,,,,0.0,,,,,,,,,,0.0,3.0
mathieu-betts,Mathieu Betts,DL/DB/DE,,,,0.0,,,,,,,,,,0.0,2.0
mustafa-johnson,Mustafa Johnson,DL/DB,,,,0.0,,,,,,,,,,0.0,1.0
patrice-rene,Patrice Rene,DB,,,,0.0,,,,,,,,,,0.0,0.0
quincy-mauger,Quincy Mauger,DB,,,,1.0,,,,,,,,,,1.0,3.0
raheem-wilson,Raheem Wilson,DB,,,,0.0,,,,,,,,,,0.0,1.0
reggie-stubblefield,Reggie Stubblefield,DB,,,,0.0,,,,,,,,,,0.0,3.0
riley-pickett,Riley Pickett,DL/DT/DB,,,,0.0,,,,,,,,,,0.0,0.0
ryder-varga,Ryder Varga,LB,,,,0.0,,,,,,,,,,0.0,1.0
sean-whyte,Sean WHYTE,K,4.0,72.0,,,,,,,,,,,,,
shawn-lemon,Shawn Lemon,DL/DB/DE,,,,0.0,,,,,,,,,,0.0,1.0
sione-teuhema,Sione Teuhema,DL/DT/DB,,,,0.0,,,,,,,,,,2.0,6.0
tj-lee,T.J. Lee,DB,,,,1.0,,,,,,,,,,0.0,8.0
taquan-mizzell,Taquan Mizzell,RB,,,,,,,,,0.0,3.0,1.0,1.0,68.0,,
tibo-debaillie,Tibo Debaillie,DL/DB,,,,0.0,,,,,,,,,,0.0,0.0
tyler-snead,Tyler SNEAD,WR,,,0.0,,,0.0,24.0,,0.0,69.0,7.0,,,,
tyrice-beverette,Tyrice Beverette,LB,,,,0.0,,,,,,,,,,0.0,2.0
tyson-philpot,Tyson PHILPOT,WR,,,,,,,,,0.0,32.0,3.0,,,,
vernon-adams-jr,Vernon ADAMS JR.,QB,,,,,,3.0,306.0,,,,,,54.0,,
william-stanback,William STANBACK,RB,,,,,,,,,,,,1.0,102.0,,
woody-baron,Woody Baron,DL/DB,,,,0.0,,,,,,,,,,1.0,3.0
