player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
brandon-fein,Brandon Fein,P,,,6.0,7.0,,1.0,1.0,,15.0,7.0,,-11.0,46.0
chris-lung,Chris Lung,P,,1.0,,,,,2.0,,,,,,
dominic-jacobs,Dominic Jacobs,P,1.0,1.0,9.0,7.0,1.0,2.0,1.0,,,7.0,,44.0,27.0
dylan-nice,Dylan Nice,P,,1.0,7.0,4.0,,2.0,1.0,,,4.0,,94.0,15.0
emmet-shipway,Emmet Shipway,P,,,6.0,6.0,,,,,7.0,6.0,,19.0,51.0
garrett-martin,Garrett Martin,P,4.0,,31.0,27.0,1.0,3.0,2.0,1.0,,28.0,1.0,298.0,330.0
gavin-may,Gavin May,P,,4.0,,,,1.0,,,,,,,
isaac-tan,Isaac Tan,P,,,,1.0,1.0,,,,,1.0,,,19.0
jack-brown,Jack Brown,P,,,16.0,12.0,2.0,4.0,1.0,,,12.0,,240.0,12.0
jamie-kauffman,Jamie Kauffman,P,,1.0,2.0,1.0,,1.0,,,,1.0,,78.0,-4.0
kamal-raslan,Kamal Raslan,P,2.0,1.0,11.0,14.0,,,2.0,1.0,,16.0,1.0,17.0,102.0
kenny-lane-iii,Kenny Lane III,P,,,7.0,7.0,,1.0,,,1.0,7.0,,16.0,21.0
khalif-el-salaam,Khalif El-Salaam,P,6.0,,38.0,30.0,,2.0,2.0,4.0,,36.0,5.0,250.0,291.0
kota-sugahara,Kota Sugahara,P,,,6.0,7.0,,,,,,8.0,,32.0,54.0
kushal-khangaonkar,Kushal Khangaonkar,P,,1.0,,,,,,,,,1.0,,
louie-bertoncin,Louie Bertoncin,P,,,2.0,2.0,,,,,,2.0,,-6.0,15.0
mac-hecht,Mac Hecht,P,,,,,,,,1.0,,,,,
marc-munoz,Marc Munoz,P,2.0,1.0,34.0,35.0,,3.0,1.0,1.0,,38.0,1.0,201.0,247.0
matthew-burke,Matthew Burke,P,,1.0,,,,,,,,,,,
matthew-crawford,Matthew Crawford,P,1.0,,,,,1.0,,,,,,,
max-williams,Max Williams,P,2.0,,,,2.0,,1.0,,,,,,
morgan-sommer,Morgan Sommer,P,,3.0,,,1.0,,,,,,,,
nate-wipfler,Nate Wipfler,P,,,6.0,5.0,,,,,,6.0,1.0,15.0,23.0
parker-howard,Parker Howard,P,,,3.0,3.0,,,,,,3.0,,39.0,14.0
rafael-castro,Rafael Castro,P,,1.0,,,1.0,,,,,,,,
ray-mendoza,Ray Mendoza,P,2.0,,,,,1.0,,,,,,,
robin-vickers-batzdorf,Robin Vickers Batzdorf,P,2.0,,,,,,,1.0,,,1.0,,
spencer-lofink,Spencer Lofink,P,2.0,1.0,7.0,5.0,,2.0,1.0,,,5.0,,116.0,42.0
tarik-akyuz,Tarik Akyuz,P,,,2.0,2.0,,,1.0,,3.0,2.0,,74.0,3.0
tony-goss,Tony Goss,P,1.0,,26.0,36.0,,1.0,4.0,,,39.0,3.0,89.0,216.0
tony-venneri,Tony Venneri,P,2.0,1.0,5.0,12.0,,,2.0,3.0,11.0,13.0,1.0,13.0,253.0
walker-frankenberg,Walker Frankenberg,P,,,,,,,,1.0,,,,,
wyatt-berreman,Wyatt Berreman,P,,,,,,,2.0,,,,,,
zeppelin-raunig,Zeppelin Raunig,P,,,14.0,13.0,,1.0,2.0,,,13.0,,289.0,109.0
