player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-bohara,A Bohara,,,,,,,,24.0,0.0,0.0,28.0,1.0,0.0,,1.0
a-saud,A Saud,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0
aarif-sheikh,Aarif Sheikh,,1.0,0.0,0.0,5.0,0.0,0.0,,,,,,,,1.0
b-bhandari,B Bhandari,,13.0,2.0,0.0,2.0,17.0,0.0,,,,,,,,1.0
b-khatri,B Khatri,,,,,,,,6.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0
b-yadav,B Yadav,,54.0,3.0,1.0,7.0,77.0,7.0,18.0,0.0,0.0,35.0,1.0,2.0,,1.0
bj-mcmullen,BJ McMullen,,20.0,1.0,0.0,3.0,23.0,1.0,24.0,0.0,2.0,21.0,3.0,0.0,,1.0
d-adhikari,D Adhikari,,16.0,2.0,0.0,8.0,14.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,,1.0
d-gupta,D Gupta,,1.0,0.0,1.0,11.0,0.0,0.0,12.0,0.0,0.0,26.0,0.0,0.0,,1.0
ds-airee,DS Airee,,19.0,4.0,1.0,4.0,39.0,2.0,,,,,,,1.0,1.0
i-pandey,I Pandey,,,,,,,,,,,,,,2.0,1.0
n-saud,N Saud,,,,,,,,18.0,0.0,0.0,29.0,0.0,1.0,,1.0
nb-budayair,NB Budayair,,,,,,,,,,,,,,1.0,1.0
rk-paudel,RK Paudel,,6.0,1.0,0.0,2.0,5.0,0.0,24.0,0.0,0.0,22.0,1.0,0.0,,1.0
rr-simmonds,RR Simmonds,,1.0,0.0,0.0,9.0,0.0,0.0,24.0,0.0,0.0,32.0,2.0,0.0,,1.0
s-jora,S Jora,,26.0,0.0,0.0,5.0,20.0,1.0,,,,,,,1.0,1.0
sa-zaib,SA Zaib,,61.0,6.0,0.0,1.0,90.0,5.0,24.0,0.0,0.0,33.0,3.0,1.0,,1.0
sc-kuggeleijn,SC Kuggeleijn,,6.0,0.0,1.0,6.0,11.0,1.0,24.0,0.0,0.0,19.0,2.0,3.0,,1.0
saad-bin-zafar,Saad Bin Zafar,,1.0,0.0,0.0,6.0,0.0,0.0,18.0,0.0,0.0,28.0,0.0,0.0,2.0,1.0
surya-tamang,Surya Tamang,,5.0,1.0,0.0,10.0,7.0,0.0,18.0,0.0,0.0,28.0,0.0,0.0,,1.0
tj-moores,TJ Moores,,7.0,0.0,0.0,4.0,7.0,1.0,,,,,,,,1.0
ubt-chand,UBT Chand,,4.0,1.0,0.0,3.0,4.0,0.0,,,,,,,1.0,1.0
