player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
as-qwele,AS Qwele,,3.0,0.0,1.0,5.0,3.0,0.0,,,,,,,,1.0
c-chukwuonye,C Chukwuonye,,,,,,,,18.0,0.0,1.0,22.0,0.0,4.0,,1.0
hm-omary,HM Omary,,26.0,1.0,1.0,4.0,18.0,0.0,,,,,,,,1.0
l-udeh,L Udeh,,,,,,,,18.0,0.0,0.0,11.0,1.0,2.0,,1.0
nj-pius,NJ Pius,,21.0,2.0,0.0,3.0,16.0,0.0,,,,,,,,1.0
p-agboya,P Agboya,,,,,,,,12.0,0.0,0.0,22.0,0.0,1.0,,1.0
pz-kamunya,PZ Kamunya,,6.0,0.0,0.0,2.0,7.0,0.0,,,,,,,,1.0
s-etim,S Etim,,,,,,,,,,,,,,1.0,1.0
s-mtae,S Mtae,,5.0,1.0,0.0,1.0,5.0,0.0,,,,,,,,1.0
u-peace,U Peace,,,,,,,,12.0,1.0,0.0,3.0,1.0,0.0,,1.0
