player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
a-salomao,A Salomao,,,,,,,,24.0,1.0,0.0,8.0,1.0,0.0,,1.0
al-mundundo,AL Mundundo,,41.0,4.0,0.0,3.0,45.0,0.0,,,,,,,,1.0
c-magaia,C Magaia,,9.0,0.0,1.0,4.0,4.0,0.0,,,,,,,1.0,1.0
e-malama,E Malama,,18.0,0.0,1.0,9.0,2.0,0.0,,,,,,,,1.0
e-mulenga,E Mulenga,,1.0,0.0,0.0,7.0,0.0,0.0,12.0,0.0,0.0,21.0,0.0,2.0,,1.0
f-chenda,F Chenda,,7.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,1.0
l-chipanga,L Chipanga,,,,,,,,18.0,2.0,0.0,5.0,0.0,3.0,,1.0
m-chabula,M Chabula,,9.0,0.0,0.0,5.0,0.0,0.0,18.0,0.0,3.0,29.0,1.0,1.0,,1.0
m-kachingo,M Kachingo,,13.0,0.0,0.0,4.0,0.0,0.0,18.0,0.0,2.0,27.0,0.0,1.0,,1.0
m-nguni,M Nguni,,6.0,0.0,1.0,11.0,0.0,0.0,18.0,0.0,0.0,19.0,1.0,5.0,,1.0
n-chabula,N Chabula,,25.0,0.0,0.0,3.0,4.0,0.0,24.0,0.0,0.0,27.0,0.0,6.0,,1.0
o-mondlane,O Mondlane,,8.0,0.0,0.0,1.0,5.0,0.0,18.0,1.0,0.0,2.0,0.0,1.0,,1.0
p-cuinica,P Cuinica,,70.0,8.0,1.0,2.0,80.0,0.0,18.0,1.0,0.0,4.0,2.0,4.0,,1.0
p-munsanda,P Munsanda,,12.0,0.0,0.0,10.0,0.0,0.0,,,,,,,,1.0
r-chanda,R Chanda,,8.0,1.0,0.0,2.0,5.0,0.0,6.0,0.0,2.0,11.0,0.0,0.0,,1.0
r-haiong,R Haiong,,,,,,,,18.0,1.0,0.0,4.0,1.0,4.0,1.0,1.0
ro-mazumba,RO Mazumba,,,,,,,,24.0,1.0,0.0,6.0,4.0,5.0,,1.0
rithika-sriram,Rithika Sriram,,2.0,0.0,0.0,8.0,0.0,0.0,24.0,0.0,1.0,34.0,0.0,7.0,,1.0
v-mwansa,V Mwansa,,19.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,1.0
