player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
alexander-hollins,Alexander HOLLINS,WR,,,,,,,,1.0,83.0,8.0,,,,
ayden-eberhardt,Ayden EBERHARDT,WR,,,,,,,,0.0,17.0,2.0,,,,
bc-dst,BC DST,DST,,,,1.0,,,6.0,,,,,,7.0,
bc-k,BC K,K,3.0,95.0,,,,,,,,,,,,
bc-qb,BC QB,QB,,,,,2.0,237.0,,,,,,30.0,,
brady-oliveira,Brady OLIVEIRA,RB,,,,,,,,0.0,11.0,1.0,0.0,52.0,,
carlton-agudosi,Carlton Agudosi,WR,,,,,,,,0.0,61.0,5.0,,,,
dalton-schoen,Dalton SCHOEN,WR,,,,,,,,0.0,34.0,2.0,,,,
dane-evans,Dane Evans,QB,,,0.0,,0.0,0.0,,,,,,,,
dominique-davis,Dominique Davis,QB,,,,,,,,,,,1.0,30.0,,
drew-wolitarsky,Drew WOLITARSKY,WR,,,,,,,,0.0,35.0,3.0,,,,
dru-brown,Dru BROWN,QB,,,0.0,,0.0,23.0,,,,,0.0,3.0,,
jevon-cottoy,Jevon COTTOY,WR,,,,,,,,0.0,11.0,1.0,,,,
johnny-augustine,Johnny AUGUSTINE,RB,,,,,,,,,,,0.0,13.0,,
justin-mcinnis,Justin MCINNIS,WR,,,,,,,,1.0,54.0,4.0,,,,
kienan-lafrance,Kienan LaFrance,RB,,,,,,,,,,,0.0,6.0,,
lucky-whitehead,Lucky Whitehead,WR,,,,,,,,0.0,72.0,5.0,,,,
nic-demski,Nic DEMSKI,WR,,,,,,,,0.0,55.0,6.0,0.0,9.0,,
rasheed-bailey,Rasheed Bailey,WR,,,,,,,,0.0,18.0,2.0,0.0,4.0,,
sean-whyte,Sean WHYTE,K,3.0,95.0,,,,,,,,,,,,
sergio-castillo,Sergio CASTILLO,K,,58.0,,,,,,,,,,,,
tj-lee,TJ LEE,DB,,,,,,,,,,,,,,6.0
taquan-mizzell,Taquan Mizzell,RB,,,,,,,,,,,0.0,50.0,,
vernon-adams-jr,Vernon ADAMS JR.,QB,,,,,2.0,237.0,,,,,,30.0,,
wpg-dst,WPG DST,DST,,,,,,,30.0,,,,,,3.0,
wpg-k,WPG K,K,,58.0,,,,,,,,,,,,
wpg-qb,WPG QB,QB,,,,,,214.0,,,,,,3.0,,
zach-collaros,Zach COLLAROS,QB,,,1.0,,0.0,191.0,,,,,,,,
