player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-chandila,A Chandila,,6.0,0.0,1.0,8.0,4.0,0.0,24.0,0.0,0.0,21.0,0.0,0.0,1.0,1.0
ab-de-villiers,AB de Villiers,,8.0,1.0,0.0,4.0,7.0,0.0,,,,,,,,1.0
am-rahane,AM Rahane,,13.0,2.0,0.0,2.0,14.0,1.0,,,,,,,,1.0
bj-hodge,BJ Hodge,,17.0,1.0,0.0,5.0,13.0,0.0,,,,,,,,1.0
ch-gayle,CH Gayle,,44.0,4.0,1.0,2.0,49.0,1.0,,,,,,,,1.0
dh-yagnik,DH Yagnik,,4.0,1.0,0.0,6.0,5.0,0.0,,,,,,,1.0,1.0
jd-unadkat,JD Unadkat,,,,,,,,24.0,0.0,0.0,32.0,1.0,0.0,,1.0
jp-faulkner,JP Faulkner,,7.0,0.0,0.0,7.0,3.0,0.0,24.0,0.0,0.0,21.0,1.0,1.0,,1.0
kb-arun-karthik,KB Arun Karthik,,,,,,,,,,,,,,2.0,1.0
m-kartik,M Kartik,,,,,,,,24.0,0.0,0.0,35.0,1.0,0.0,1.0,1.0
r-dravid,R Dravid,,31.0,5.0,0.0,3.0,35.0,0.0,,,,,,,,1.0
r-rampaul,R Rampaul,,,,,,,,22.0,1.0,0.0,19.0,2.0,0.0,3.0,1.0
r-vinay-kumar,R Vinay Kumar,,,,,,,,24.0,0.0,0.0,18.0,3.0,0.0,,1.0
rp-singh,RP Singh,,,,,,,,24.0,0.0,0.0,13.0,3.0,0.0,1.0,1.0
s-sreesanth,S Sreesanth,,2.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,,1.0
sk-trivedi,SK Trivedi,,6.0,0.0,0.0,11.0,3.0,0.0,23.0,0.0,0.0,26.0,0.0,2.0,,1.0
sr-watson,SR Watson,,9.0,1.0,0.0,1.0,6.0,0.0,12.0,0.0,0.0,11.0,2.0,0.0,,1.0
ss-tiwary,SS Tiwary,,29.0,2.0,1.0,5.0,25.0,1.0,,,,,,,,1.0
str-binny,STR Binny,,20.0,4.0,0.0,4.0,33.0,1.0,,,,,,,,1.0
sw-tait,SW Tait,,3.0,0.0,0.0,10.0,1.0,0.0,18.0,0.0,0.0,30.0,0.0,4.0,,1.0
tm-dilshan,TM Dilshan,,22.0,5.0,0.0,1.0,25.0,0.0,,,,,,,1.0,1.0
v-kohli,V Kohli,,4.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,1.0
