player_id,player_name,positions,fg_made,pass_td,recv_td,rush_td
byron-cooper,Byron Cooper,LB,,,1.0,
lovell-armstead,Lovell Armstead,RB,,2.0,,
noah-hambrick,Noah Hambrick,DB,,,,2.0
rico-moore,Rico Moore,LB,1.0,,,
trayvon-culbert,Trayv'on Culbert,WR,1.0,,,
tyler-clark,Tyler Clark,DL/DT,,,1.0,
