player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
ainna-hamizah-hashim,Ainna Hamizah Hashim,,,,,,,,18.0,0.0,0.0,21.0,0.0,1.0,,1.0
gk-diviya,GK Diviya,,49.0,2.0,1.0,3.0,31.0,0.0,24.0,1.0,0.0,11.0,0.0,0.0,,1.0
h-dhavina,H Dhavina,,,,,,,,18.0,1.0,0.0,15.0,1.0,0.0,,1.0
mas-elysa,Mas Elysa,,40.0,5.0,1.0,3.0,38.0,0.0,18.0,0.0,0.0,15.0,0.0,1.0,,1.0
nur-arianna-natsya,Nur Arianna Natsya,,,,,,,,24.0,0.0,1.0,17.0,0.0,3.0,,1.0
nur-nadihirah,Nur Nadihirah,,,,,,,,18.0,1.0,0.0,6.0,1.0,1.0,,1.0
r-butler,R Butler,,39.0,4.0,1.0,5.0,35.0,0.0,,,,,,,,1.0
rr-seth,RR Seth,,19.0,0.0,0.0,2.0,4.0,0.0,,,,,,,,1.0
shafia-hassan,Shafia Hassan,,,,,,,,12.0,0.0,0.0,12.0,0.0,4.0,,1.0
shafina-mahesh,Shafina Mahesh,,8.0,1.0,0.0,4.0,6.0,0.0,,,,,,,1.0,1.0
smruthi-radhakrishnan,Smruthi Radhakrishnan,,7.0,0.0,0.0,1.0,2.0,0.0,23.0,0.0,1.0,34.0,0.0,0.0,,1.0
t-wang-ling,T Wang Ling,,,,,,,,6.0,0.0,0.0,16.0,0.0,3.0,,1.0
wa-duraisingam,WA Duraisingam,,38.0,6.0,1.0,1.0,40.0,0.0,24.0,0.0,0.0,17.0,0.0,0.0,,1.0
wan-nor-zulaika,Wan Nor Zulaika,,,,,,,,18.0,0.0,1.0,13.0,0.0,1.0,,1.0
yusrina-yaakop,Yusrina Yaakop,,6.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,1.0
