player_id,player_name,positions,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
alonzo-gee,Alonzo Gee,P,1.0,1.0,0.0,0.0,0.0,5.0,0.0
amir-johnson,Amir Johnson,P,0.0,0.0,0.0,0.0,0.0,3.0,0.0
david-hawkins,David Hawkins,P,0.0,0.0,0.0,0.0,0.0,1.0,0.0
earl-clark,Earl Clark,P,1.0,0.0,0.0,2.0,1.0,6.0,2.0
isaiah-briscoe,Isaiah Briscoe,P,8.0,1.0,0.0,5.0,0.0,5.0,1.0
james-white,James White,P,7.0,4.0,0.0,0.0,0.0,6.0,0.0
jannero-pargo,Jannero Pargo,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeremy-pargo,Jeremy Pargo,P,5.0,2.0,1.0,1.0,0.0,5.0,1.0
joe-johnson,Joe Johnson,P,12.0,3.0,0.0,2.0,0.0,8.0,1.0
ryan-hollins,Ryan Hollins,P,0.0,0.0,0.0,0.0,0.0,2.0,0.0
