player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
aj-brown,A.J. Brown,WR,1.0,1.0,0.0,,,,,,,,,8.0,8.0,8.0,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,4.0,5.0,,,,
brian-robinson,Brian Robinson,RB/WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,
charles-reid,Charles Reid,DB,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,23.0,15.0,,28.0,4.0,167.0,,,,,,3.0,5.0,4.0,1.0,12.0,,,,,,
dawandrick-crockett,Dawandrick Crockett,DB,,,,,,,,,,,,,,,,1.0,,,,,,,8.0,8.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,
deonte-rarrick,Deonte Rarrick,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,9.0,0.0,13.0,2.0,,,,,,,,,,,
dion-kuinlan,Dion Kuinlan,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
dominique-shoffner,Dominique Shoffner,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,13.0,0.0,22.0,2.0,5.0,5.0,1.0,0.0,5.0,,,,,,
dreko-statham,Dreko Statham,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,2.0,,,,
easias-gandy,Easias Gandy,LB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
greg-dent,Greg Dent,WR,,,,,,,,,,,,,,,,1.0,,,,,,,22.0,22.0,0.0,22.0,,,,,,,5.0,5.0,0.0,5.0,1.0,1.6,12.0,8.0,2.0,13.0,,,,,,
greg-thomas-jr,Greg Thomas Jr,DB,,,,,,,,,,,,,,,,1.0,,,,,,,25.0,25.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,
isaiah-robinson,Isaiah Robinson,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,10.0,0.0,17.0,2.0,,,,,,1.0,1.0,,,,
jaden-sutton,Jaden Sutton,RB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,0.0,,
jalen-stradford,Jalen Stradford,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,0.0,,
jamall-thompson,Jamall Thompson,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
james-ussery,James Ussery,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,
jamon-langford,Jamon Langford,WR,0.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,1.0,,,,,,0.0,0.0,,,,
jaxon-neubert,Jaxon Neubert,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
jo-el-shaw,Jo-El Shaw,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,19.0,1.0,22.0,2.0,7.1,18.0,7.0,1.0,50.0,,,,,,
jordan-whitley,Jordan Whitley,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
josh-ellison,Josh Ellison,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
justin-clarkson,Justin Clarkson,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
kaytron-allen,Kaytron Allen,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
kevin-macias,Kevin Macias,K,,,,3.0,43.0,1.0,,,,,,,,,,,5.0,41.6,0.0,0.0,208.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
kisean-johnson,Kisean JOHNSON,WR,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,14.0,0.0,50.0,5.0,,,,,,,,,,,
makeah-scippio,Makeah Scippio,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,0.0,13.0,1.0,8.0,15.0,2.0,2.0,16.0,,,,,,
marco-lee,Marco Lee,RB,,,,,,,,,,,,,,,,,8.0,49.6,0.0,5.0,446.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0
marcus-brooks,Marcus Brooks,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,20.0,2.0,71.0,7.0,,,,,,,,,,,
patrick-mcsweeney,Patrick Mcsweeney,WR,0.0,2.0,0.0,,,,,,,,,14.5,24.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
rashad-flanders,Rashad Flanders,DB,0.0,1.0,0.0,,,,,,,,,46.0,46.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,
raymond-alexander,Raymond Alexander,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
ron-brown-jr,Ron Brown Jr.,RB,,,,,,,,,,,,,,,,3.0,,,,,,,19.3,25.0,0.0,58.0,,,,,,,4.0,6.0,1.0,8.0,2.0,-0.7,2.0,3.0,0.0,-2.0,,,,,,
simeon-burns,Simeon Burns,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
