player_id,player_name,positions,fg_made,pass_td,pat_made,recv_td,rush_td
alexis-rosario,Alexis Rosario,RB/WR,,,,,1.0
bryce-holliday,Bryce Holliday,QB,,,,1.0,
chris-perry,Chris Perry,DB,,,,2.0,
dayjure-stewart,Dayjure Stewart,RB,1.0,,,,
labarron-mallory,Labarron Mallory,DB,,2.0,2.0,,
lorenzo-brown,Lorenzo Brown,QB,,2.0,1.0,,
marco-lee,Marco Lee,RB,,,,,2.0
shawn-coursey,Shawn Coursey,OL,,,,1.0,
