player_id,player_name,positions,assist_tackles,completions,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50plus,fg_att_game,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_lost,interceptions_made,pass_attempts,passing_tds,passing_yards,pr_fc,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,solo_tackles,targets,xp_att_game
aaron-green,Aaron Green,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,35.0,3.0,6.0,0.0,19.0,,5.0,
akeem-hunt,Akeem Hunt,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,1.0,2.0,0.0,-4.0,,2.0,
alonzo-moore,Alonzo Moore,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,4.0,1.0,0.0,4.0,,5.0,
anthony-moten,Anthony Moten,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
austin-larkin,Austin Larkin,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
ben-turk,Ben Turk,,,,,,,,,,,,,,,,,,,,,,,,,43.0,47.0,0.0,86.0,2.0,0.0,0.0,,,,,,,,,
bryce-canady,Bryce Canady,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
charles-johnson,Charles Johnson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,192.0,7.0,,,,,10.0,
chase-dutra,Chase Dutra,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
chris-thompson,Chris Thompson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,70.0,2.0,,,,,2.0,
christian-french,Christian French,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
dernest-johnson,D\'Ernest Johnson,RB,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,8.0,0.0,57.0,,1.0,
danny-ezechukwu,Danny Ezechukwu,DB,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
david-cobb,David Cobb,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,17.0,,,
devante-bausby,De\'Vante Bausby,CB/DB,4.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
deveon-smith,De\'Veon Smith,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,2.0,4.0,1.0,4.0,,3.0,
deion-barnes,Deion Barnes,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
demarcus-ayers,Demarcus Ayers,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,80.0,5.0,,,,,8.0,
derron-smith,Derron Smith,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
earl-okine,Earl Okine,DB/DL,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
elliott-fry,Elliott Fry,,,,0.0,1.0,1.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
