player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
aiden-oldenburg,Aiden Oldenburg,,0.0,1.0,1.0,3.0,9.0
chris-plys,Chris Plys,,0.0,1.0,1.0,3.0,9.0
colin-hufman,Colin Hufman,,0.0,1.0,1.0,3.0,9.0
colton-lott,Colton Lott,,1.0,1.0,0.0,9.0,3.0
eric-ej-harnden,"Eric ""EJ"" Harnden",,1.0,1.0,0.0,9.0,3.0
geoff-walker,Geoff Walker,,1.0,1.0,0.0,9.0,3.0
john-shuster,John Shuster,,0.0,1.0,1.0,3.0,9.0
matthew-dunstone,Matthew Dunstone,,1.0,1.0,0.0,9.0,3.0
matthew-hamilton,Matthew Hamilton,,0.0,1.0,1.0,3.0,9.0
ryan-harnden,Ryan Harnden,,1.0,1.0,0.0,9.0,3.0
