player_id,player_name,positions,assists,blk,cto,goals,lb,pim,sog,to
andrew-borgatti,Andrew Borgatti,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ari-steenhuis,Ari Steenhuis,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ben-mcintosh,Ben McIntosh,P/RB,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0
brent-noseworthy,Brent Noseworthy,P,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
callum-jones,Callum Jones,P,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
connor-kearnan,Connor Kearnan,P,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
connor-robinson,Connor Robinson,P,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0
corey-small,Corey Small,P,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0
dylan-watson,Dylan Watson,P,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
eli-gobrecht,Eli Gobrecht,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graydon-bradley,Graydon Bradley,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jacob-dunbar,Jacob Dunbar,P,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
jake-govett,Jake Govett,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jake-saunders,Jake Saunders,P/WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jake-stevens,Jake Stevens,P,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
james-barclay,James Barclay,P,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jay-thorimbert,Jay Thorimbert,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeff-teat,Jeff Teat,P,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
kellen-leclair,Kellen LeClair,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kevin-brown,Kevin BROWN,P/RB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
larson-sundown,Larson Sundown,P,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
luc-magnan,Luc Magnan,P,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
matthew-wright-2,Matthew Wright,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nicholas-volkov,Nicholas Volkov,P,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
noah-armitage,Noah Armitage,P,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
patrick-shoemay,Patrick Shoemay,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reed-kurtz,Reed Kurtz,P,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rob-hellyer,Rob Hellyer,P,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0
sam-firth,Sam Firth,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sam-la-roue,Sam La Roue,P,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
tre-leclaire,Tre Leclaire,P,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
trent-dicicco,Trent DiCicco,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trevor-baptiste,Trevor Baptiste,P,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
wesley-berg,Wesley Berg,P,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0
zach-currier,Zach Currier,P,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0
zack-deaken,Zack Deaken,P,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
