player_id,player_name,positions,fg_made,pass_td,pat_made,recv_td,rush_td
away-jefferson,Away Jefferson,DB,,,,1.0,
david-calderon,David  Calderon,RB,,1.0,1.0,,
david-ross,David Ross,RB,,1.0,,,
john-westor,John Westor,DB,,,,1.0,
rashad-ridley,Rashad Ridley,WR,,,,,1.0
rashaud-powell,Rashaud Powell,DL,2.0,,,,
