player_id,player_name,positions,interceptions,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
calvin-fance,Calvin Fance,RB,,,,,,,0.0,1.0
darien-townsend,DARIEN TOWNSEND,WR,,,,1.0,22.0,3.0,,
duane-brown,DUANE  BROWN,WR,,,,1.0,45.0,4.0,,
desmond-maxwell,Desmond  Maxwell,RB/FB/LB,,,,1.0,11.0,2.0,0.0,2.0
isaiah-scott,Isaiah Scott,WR,,,,2.0,155.0,8.0,,
jordon-gandy,Jordon Gandy,WR,,,,2.0,93.0,10.0,,
sam-castronova,Sam Castronova,QB,0.0,5.0,233.0,,,,2.0,18.0
