player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
alanna-smith,Alanna Smith,F,3.0,,6.0,0.667,3.0,2.0,0.636,11.0,7.0,3.0,,1.0,,27.9,1.0,10.0,16.0,7.0,2.0,
alissa-pili,Alissa Pili,,,,,,,,,,,,,,,3.3333333333333335,,-5.0,,,,
alysha-clark,Alysha Clark,,1.0,,1.0,,,,1.0,3.0,3.0,3.0,,,,27.266666666666666,,-9.0,6.0,1.0,1.0,
bridget-carleton,Bridget Carleton,,1.0,2.0,2.0,,1.0,,0.25,4.0,1.0,2.0,,,,29.066666666666666,,7.0,2.0,2.0,,
courtney-williams,Courtney Williams,G,4.0,1.0,3.0,1.0,1.0,1.0,0.556,18.0,10.0,2.0,1.0,2.0,2.0,32.5,2.0,11.0,23.0,5.0,1.0,2.0
diamond-miller,Diamond Miller,,,,,,,,,,,,,,,4.633333333333333,,-1.0,,,,
dominique-malonga,Dominique Malonga,F,3.0,,2.0,,2.0,,0.333,3.0,1.0,1.0,,,,10.3,1.0,1.0,2.0,3.0,1.0,
erica-wheeler,Erica Wheeler,G,3.0,,2.0,0.667,3.0,2.0,0.667,6.0,4.0,1.0,,,,17.483333333333334,1.0,1.0,10.0,3.0,,3.0
ezi-magbegor,Ezi Magbegor,F,3.0,1.0,5.0,,2.0,,0.3,10.0,3.0,3.0,,,,33.06666666666667,5.0,-10.0,6.0,10.0,,1.0
gabby-williams,Gabby Williams,,6.0,2.0,4.0,0.333,6.0,2.0,0.533,15.0,8.0,,0.667,3.0,2.0,37.46666666666667,,-1.0,20.0,4.0,1.0,1.0
jessica-shepard,Jessica Shepard,,1.0,,2.0,,,,0.5,4.0,2.0,1.0,,,,14.066666666666666,1.0,-6.0,4.0,3.0,,1.0
karlie-samuelson,Karlie Samuelson,,1.0,,1.0,0.2,5.0,1.0,0.2,5.0,1.0,3.0,1.0,1.0,1.0,10.416666666666666,,-5.0,4.0,1.0,,
kayla-mcbride,Kayla McBride,,3.0,,1.0,0.5,6.0,3.0,0.5,8.0,4.0,,1.0,4.0,4.0,30.55,,10.0,15.0,1.0,2.0,3.0
lexie-brown,Lexie Brown,,,,1.0,,2.0,,,2.0,,,,,,4.966666666666667,,4.0,,1.0,1.0,
li-yueru,Li Yueru,F,,,1.0,,,,,1.0,,1.0,1.0,2.0,2.0,4.966666666666667,,4.0,2.0,1.0,,1.0
napheesa-collier,Napheesa Collier,F,5.0,2.0,6.0,,3.0,,0.389,18.0,7.0,4.0,1.0,2.0,2.0,36.666666666666664,4.0,10.0,16.0,10.0,5.0,4.0
natisha-hiedeman,Natisha Hiedeman,G,,,1.0,,,,,,,1.0,1.0,2.0,2.0,10.866666666666667,,-6.0,2.0,1.0,1.0,1.0
nneka-ogwumike,Nneka Ogwumike,,1.0,,6.0,,3.0,,0.357,14.0,5.0,2.0,0.333,3.0,1.0,31.666666666666668,2.0,-5.0,11.0,8.0,2.0,2.0
skylar-diggins,Skylar Diggins,G,3.0,,2.0,0.4,5.0,2.0,0.455,11.0,5.0,1.0,0.75,8.0,6.0,26.4,1.0,-11.0,18.0,3.0,2.0,6.0
zia-cooke,Zia Cooke,,,,,,1.0,,,2.0,,2.0,1.0,2.0,2.0,6.416666666666667,,1.0,2.0,,,
